Initial Capital,Final Value,Total Return,Annualized Return,Max Drawdown,Sharpe Ratio,Win Rate,Total Trades,Avg Hold Days
1000000.0,1758762.3315574832,0.7587623315574832,0.1294292411938458,0.10427701326009756,1.055198491569943,0.5046728971962616,6676,22.96020500452216
