date,code,action,price,shares,value,cost,hold_days
2022-11-10,000002,buy,2966.6000000000004,24.760900947333084,73455.68875035834,73.45568875035835,0
2022-11-11,000002,sell,3009.8,24.760900947333084,74525.35967128312,74.52535967128313,1
2022-11-15,000002,buy,3215.32,22.874195332846696,73547.85773760865,73.54785773760865,0
2022-11-17,000983,sell,101.25,979.8615744778659,99210.98441588393,99.21098441588393,14
2022-11-17,601001,sell,30.72,2547.6436191050757,78263.61197890792,78.26361197890793,9
2022-11-17,601898,sell,10.97,8298.828115813478,91038.14443047385,91.03814443047385,10
2022-11-23,601898,buy,10.96,8486.326641105663,93010.13998651807,93.01013998651807,0
2022-11-24,000983,buy,97.48999999999998,429.2738997531421,41849.91248693381,41.84991248693381,0
2022-11-24,601001,buy,29.06,1440.120870162898,41849.91248693381,41.84991248693381,0
2022-11-29,000001,sell,2182.24,51.29184909783952,111931.1247752693,111.93112477526931,27
2022-11-29,000002,sell,3435.25,22.874195332846696,78578.57951716162,78.57857951716161,14
2022-12-01,000001,buy,2380.52,19.817811224605823,47176.69597639865,47.176695976398655,0
2022-12-01,000002,buy,3486.31,13.531985387529696,47176.69597639865,47.176695976398655,0
2022-12-20,000983,sell,96.84,429.2738997531421,41570.88445209428,41.57088445209428,26
2022-12-22,601001,sell,27.96,1440.120870162898,40265.779529754625,40.265779529754624,28
2022-12-28,000983,buy,95.48,487.45339416688836,46542.0500750545,46.542050075054505,0
2022-12-28,601001,buy,27.24,1708.5921466613254,46542.0500750545,46.542050075054505,0
2023-01-04,000983,sell,91.65,487.45339416688836,44675.10357539532,44.67510357539532,7
2023-01-10,000983,buy,89.57,985.0332094704154,88229.4245722651,88.2294245722651,0
2023-01-11,601001,sell,26.92,1708.5921466613254,45995.30058812288,45.99530058812288,14
2023-01-13,601001,buy,28.32,2965.840031826795,83992.58970133483,83.99258970133484,0
2023-03-06,000983,sell,101.57999999999998,985.0332094704154,100059.67341800478,100.05967341800478,55
2023-03-16,601001,sell,26.54,2965.840031826795,78713.39444468313,78.71339444468313,62
2023-03-24,601898,sell,10.39,8486.326641105663,88172.93380108784,88.17293380108785,121
2023-03-28,000983,buy,88.4,578.3531506699231,51126.41851922121,51.12641851922121,0
2023-03-28,601001,buy,25.46,2008.1075616347687,51126.41851922121,51.12641851922121,0
2023-04-10,000983,sell,86.65,578.3531506699231,50114.30050554885,50.11430050554885,13
2023-04-13,601898,buy,9.77,9930.782668515729,97023.74667139867,97.02374667139867,0
2023-04-19,000983,buy,88.4,987.6885704704939,87311.66962959166,87.31166962959166,0
2023-05-04,601001,sell,23.42,2008.1075616347687,47029.879093486285,47.02987909348629,37
2023-05-16,601001,buy,23.84,3492.8714941740277,83270.05642110882,83.27005642110882,0
2023-05-26,601898,sell,10.67,9930.782668515729,105961.45107306282,105.96145107306283,43
2023-06-07,601898,buy,10.34,8270.819413496596,85520.2727355548,85.5202727355548,0
2023-07-25,000002,sell,2931.25,13.531985387529696,39665.632167196425,39.66563216719643,236
2023-07-31,000002,buy,3097.5,26.12503311968642,80922.29008822869,80.92229008822869,0
2023-08-28,601001,sell,22.24,3492.8714941740277,77681.46203043037,77.68146203043037,104
2023-08-30,601001,buy,23.08,3491.4361744903376,80582.34690723699,80.582346907237,0
2023-09-14,601001,sell,26.44,3491.4361744903376,92313.57245352452,92.31357245352453,15
2023-10-09,601001,buy,26.18,3122.1611867811184,81738.17986992968,81.73817986992968,0
2023-12-21,601001,sell,30.8,3122.1611867811184,96162.56455285844,96.16256455285844,73
2024-01-03,601001,buy,29.78,2792.5731451907413,83162.82826378028,83.16282826378028,0
2024-02-19,601898,sell,14.080000000000002,8270.819413496596,116453.13734203209,116.4531373420321,257
2024-02-21,000001,sell,1841.74,19.817811224605823,36499.255644805526,36.49925564480553,447
2024-02-21,601898,buy,14.93,6036.046430941792,90118.17321396095,90.11817321396096,0
2024-02-22,000983,sell,99.37,987.6885704704939,98146.61324765299,98.146613247653,309
2024-02-22,601001,sell,30.98,2792.5731451907413,86513.91603800916,86.51391603800917,50
2024-02-23,000001,buy,2020.52,49.26698619705873,99544.9309508811,99.5449309508811,0
2024-02-26,601898,sell,15.400000000000002,6036.046430941792,92955.11503650362,92.95511503650361,5
2024-02-26,601001,buy,31.8,3109.015702982535,98866.69935484462,98.86669935484463,0
2024-03-01,601001,sell,31.14,3109.015702982535,96814.74899087615,96.81474899087615,4
2024-03-05,601898,buy,14.85,6642.554624485738,98641.9361736132,98.6419361736132,0
2024-03-06,000983,buy,103.39,429.2865768576966,44383.939181317255,44.38393918131725,0
2024-03-06,601001,buy,35.62,1246.0398422604508,44383.939181317255,44.38393918131725,0
2024-03-11,000983,sell,101.9,429.2865768576966,43744.302181799285,43.744302181799284,5
2024-03-11,601898,sell,14.6,6642.554624485738,96981.29751749177,96.98129751749177,6
2024-03-15,601898,buy,14.19,6620.204450210992,93940.70114849397,93.94070114849397,0
2024-03-20,000983,buy,92.56,913.323649130615,84537.23696352972,84.53723696352972,0
2024-03-26,601001,sell,35.03999999999999,1246.0398422604508,43661.23607280618,43.66123607280618,20
2024-04-01,601001,buy,34.58,2326.1080690327863,80436.81702715374,80.43681702715374,0
2024-04-22,000983,sell,98.01,913.323649130615,89514.85085129157,89.51485085129157,33
2024-04-22,601001,sell,36.97999999999999,2326.1080690327863,86019.47639283241,86.01947639283242,21
2024-04-22,601898,sell,14.68,6620.204450210992,97184.60132909736,97.18460132909736,38
2024-04-30,601001,buy,34.58,2881.13685966456,99629.71260720048,99.62971260720047,0
2024-05-06,601898,buy,13.95,6427.0092025247095,89656.7783752197,89.6567783752197,0
2024-05-08,000983,buy,94.57,853.147243944805,80682.1348598602,80.68213485986021,0
2024-05-24,000002,sell,2386.6600000000003,26.12503311968642,62351.5715454308,62.3515715454308,298
2024-05-27,601001,sell,40.1,2881.13685966456,115533.58807254885,115.53358807254885,27
2024-05-29,000002,buy,2287.1700000000005,39.514588161887545,90376.58060622435,90.37658060622435,0
2024-05-30,601001,buy,42.13999999999999,1929.9925222482516,81329.88488754131,81.32988488754131,0
2024-06-12,601001,sell,41.0,1929.9925222482516,79129.69341217831,79.12969341217831,13
2024-06-14,601001,buy,42.47999999999999,1908.988224627473,81093.81978217504,81.09381978217503,0
2024-06-17,601001,sell,41.99999999999999,1908.988224627473,80177.50543435385,80.17750543435385,3
2024-06-21,601001,buy,41.34,1959.0242190341376,80986.06121487125,80.98606121487126,0
2024-06-24,601001,sell,40.31999999999999,1959.0242190341376,78987.85651145641,78.98785651145641,3
2024-07-08,601001,buy,39.74,2032.4671200995754,80770.24335275713,80.77024335275713,0
2024-07-10,601898,sell,14.87,6427.0092025247095,95569.62684154243,95.56962684154243,65
2024-07-23,601001,sell,36.52,2032.4671200995754,74225.6992260365,74.2256992260365,15
2024-07-30,601001,buy,34.76,1289.5238070669918,44823.84753364863,44.82384753364863,0
2024-07-30,601898,buy,14.150000000000004,3167.7630765829413,44823.84753364863,44.82384753364863,0
2024-09-02,601898,sell,16.01,3167.7630765829413,50715.8868560929,50.7158868560929,34
2024-09-10,601898,buy,15.58,5503.239915788477,85740.47788798448,85.74047788798448,0
2024-10-09,601088,sell,62.85,2106.8632453873943,132416.35497259774,132.41635497259773,791
2024-10-09,601898,sell,17.000000000000004,5503.239915788477,93555.07856840413,93.55507856840414,29
2024-10-10,601001,sell,36.6,1289.5238070669918,47196.571338651906,47.19657133865191,72
2024-10-10,601088,buy,61.43,850.1329947816592,52223.669869437326,52.22366986943733,0
2024-10-10,601898,buy,16.25,3213.7642996576815,52223.669869437326,52.22366986943733,0
2024-10-15,601001,buy,39.35999999999999,2388.0122213163954,93992.16103101331,93.99216103101331,0
2024-12-20,601898,sell,15.38,3213.7642996576815,49427.694928735145,49.42769492873515,71
2024-12-26,601898,buy,15.18,5897.323612331325,89521.37243518952,89.52137243518952,0
