date,open,true_price,predicted_price,return,pred_return,volatility,signal,hold_days,code,position_weight,position,cash,total,trade
2020-03-11,2504.69,2491.69,2442.3335415792462,,,0.030781448435938906,0,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-12,2485.19,2490.07,2432.6231642103194,-0.0006501611356147796,-0.003975860464434322,0.030781448435938906,0,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-13,2363.29,2464.06,2425.235557117462,-0.010445489484231407,-0.003036889231980755,0.030781448435938906,0,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-16,2452.68,2338.92,2409.5829654979702,-0.050786100987800564,-0.006454050029719993,0.030781448435938906,-1,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-17,2338.92,2283.6599999999994,2373.585857057571,-0.023626289056487892,-0.014939144638649093,0.030781448435938906,-1,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-18,2283.66,2169.89,2321.924626350403,-0.04981914996102732,-0.021765056677246264,0.030781448435938906,-1,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-19,2165.01,2091.87,2256.989393115044,-0.03595573969187382,-0.02796612452378522,0.030781448435938906,-1,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-20,2119.5,2139.01,2189.695094270706,0.0225348611529399,-0.029815957066355647,0.030781448435938906,0,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-23,2054.49,2078.87,2144.1499547338485,-0.028115810585270906,-0.02079976324376176,0.030781448435938906,-1,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-24,2119.5,2153.63,2108.2230784177777,0.03596184465599106,-0.01675576665556977,0.030781448435938906,-1,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-25,2197.52,2195.8899999999994,2120.933651590347,0.01962268356217156,0.006029045646397391,0.030781448435938906,0,0,000001,0.9701377547271098,0.0,1000000.0,1000000.0,
2020-03-26,2181.2600000000007,2226.77,2135.629854636192,0.014062635195752238,0.006929119652010485,0.03172807756115986,0,0,000001,0.9692476358342791,0.0,919920.0,999920.0,
2020-03-27,2257.65,2241.4,2178.487043056488,0.006570054383703727,0.020067704301500733,0.03219351249560447,1,1,000001,0.9688105843469524,32.59743538635307,846252.8064,1001285.9163540582,
2020-03-30,2192.64,2207.27,2188.032060461044,-0.015227090211475058,0.004381489178454823,0.028849920459479025,0,0,000001,0.9719590584731788,32.59743538635307,778484.881663488,999129.6847264423,
2020-03-31,2225.15,2184.51,2169.9922317647934,-0.010311380121144964,-0.00824477347578223,0.028215510419739142,0,0,000001,0.9725587582235352,32.59743538635307,716143.8123398758,1002257.4883470755,
2020-04-01,2194.2700000000004,2199.14,2161.7248886966704,0.00669715405285376,-0.0038098491538834933,0.023257767966683923,0,0,000001,0.9772708610725728,32.59743538635307,716143.8123398758,998777.1434318875,
2020-04-02,2176.3900000000003,2212.14,2165.988214497566,0.005911401729767007,0.0019721870360043248,0.019155878496080705,0,0,000001,0.981204172099416,32.59743538635307,716143.8123398758,996725.7747292225,
2020-04-03,2187.76,2153.63,2163.8103634929657,-0.026449501387796337,-0.0010054768488688692,0.020601187395596653,-1,0,000001,0.9798146546858646,0.0,724333.8422092668,999262.4587313484,
2020-04-07,2199.14,2197.52,2156.419742708206,0.020379545232932283,-0.0034155584562546304,0.018633101341301087,0,0,000001,0.9817077401895092,0.0,724333.8422092668,1000886.4105147158,
2020-04-08,2197.52,2181.26,2157.477679595947,-0.007399250063708118,0.0004905987766614661,0.015614842400211978,0,0,000001,0.9846252321762949,0.0,724333.8422092668,999947.976178823,
2020-04-09,2197.52,2174.76,2147.3520678949358,-0.002979929031843964,-0.004693263711032958,0.014258680345576369,0,0,000001,0.985941771441662,0.0,724333.8422092668,1001877.2885906848,
2020-04-10,2178.01,2182.89,2150.8728462171557,0.0037383435413560484,0.0016395906264552451,0.01340517352855771,0,0,000001,0.9867721481212866,0.0,724333.8422092668,1000267.493486569,
2020-04-13,2163.39,2150.38,2147.323372306824,-0.014893100431079831,-0.0016502481383660061,0.013613706123029295,0,0,000001,0.9865691376894455,0.0,724333.8422092668,998104.1652569463,
2020-04-14,2160.1400000000003,2194.27,2142.2092681789395,0.02041034607836756,-0.0023816180617408644,0.014961492812245448,0,0,000001,0.9852590537491326,0.0,724333.8422092668,998622.0950702387,
2020-04-15,2194.2700000000004,2195.8899999999994,2139.993025360108,0.0007382865372080882,-0.001034559439057836,0.01455811362311553,0,0,000001,0.9856507838953389,0.0,788153.2605768617,1001003.8188294503,
2020-04-16,2182.89,2165.01,2143.6217724704743,-0.014062635195751683,0.0016956817463251728,0.01506580096461542,0,0,000001,0.9851578085378323,0.0,788153.2605768617,999105.3842858968,
2020-04-17,2179.64,2199.14,2129.9652931308747,0.015764361365536272,-0.006370750435073624,0.01590056254425532,0,0,000001,0.9843483081607578,0.0,788153.2605768617,999864.4530809785,
2020-04-20,2194.2700000000004,2215.39,2145.511488323212,0.007389252162208759,0.0072988021177966544,0.013115472336233983,0,0,000001,0.9870543164186509,0.0,788153.2605768617,999741.9415955268,
2020-04-21,2265.78,2290.1600000000003,2156.2166460800167,0.033750265190327866,0.004989559746040539,0.015550060328197283,-1,0,000001,0.9846880415494516,0.0,868654.6082032017,999652.3578536655,
2020-04-22,2277.15,2254.4,2228.1349965429304,-0.015614629545534053,0.033353953830966176,0.0164259828934845,0,0,000001,0.9838394697007604,0.0,868654.6082032017,997288.1016567243,
2020-04-23,2254.4,2254.4,2218.069134559631,0.0,-0.004517617648354788,0.016323607183235493,0,0,000001,0.9839385732380291,0.0,868654.6082032017,999229.84041291,
2020-04-24,2244.6500000000005,2256.03,2195.7502564525603,0.0007230305180980778,-0.010062300475364494,0.016351099175263614,0,0,000001,0.9839119579950945,0.0,868654.6082032017,998095.5775417314,
2020-04-27,2265.78,2298.28,2204.0909763669965,0.018727587842360283,0.0037985740363348786,0.015606653565435844,0,0,000001,0.9846331712079216,0.0,868654.6082032017,997903.3019821972,
2020-04-28,2290.16,2301.53,2221.034214301109,0.0014141009798631643,0.007687177215361496,0.014903868969329269,0,0,000001,0.9853149944295072,0.0,868654.6082032017,997518.7508631287,
2020-04-29,2295.03,2382.8,2236.0802676677704,0.0353112929225341,0.006774345604304788,0.017601463020913158,-1,0,000001,0.9827029896668383,0.0,929124.2200480087,995190.1023039678,
2020-04-30,2382.8,2368.17,2278.083926129341,-0.006139835487661616,0.01878450387891495,0.01663266478071718,0,0,000001,0.9836394546851348,0.0,854719.9525065641,995500.3234854322,
2020-05-06,2340.54,2342.17,2288.060425596237,-0.010978941545581655,0.004379337983323239,0.017571378838040094,0,0,000001,0.9827320429765775,0.0,786273.9787098385,994724.1561321464,
2020-05-07,2340.54,2329.16,2287.3215469598767,-0.005554677926879914,-0.0003229279384820982,0.01796746551188509,0,0,000001,0.9823496662510229,0.0,786273.9787098385,995894.8670693048,
2020-05-08,2340.54,2371.42,2267.2419729661938,0.01814388019715274,-0.008778640685814909,0.015749460375661786,0,0,000001,0.9844947391162412,0.0,723309.1584947546,995055.6967496674,
2020-05-11,2366.54,2379.55,2295.973070230484,0.003428325644550645,0.012672267718607078,0.014247231485083684,1,1,000001,0.9859529007890684,24.451195703254697,665386.5610824947,996556.478625467,
2020-05-12,2371.42,2345.42,2315.2423541927337,-0.014343048055304619,0.008392643716990555,0.015527721320107078,1,2,000001,0.984709702163598,24.451195703254697,665386.5610824947,997065.8435912558,
2020-05-13,2338.92,2319.41,2299.5217579603195,-0.011089698220361432,-0.00679004347166734,0.016243721119585938,0,0,000001,0.9840159198211919,24.451195703254697,665386.5610824947,994048.6769211495,
2020-05-14,2306.41,2265.78,2285.216548681259,-0.023122259540141576,-0.006220949738587889,0.017080049058603983,-1,0,000001,0.9832067799634718,0.0,721724.6488821564,992424.4783923195,
2020-05-15,2280.41,2254.4,2258.9758091688154,-0.005022552939826563,-0.011482824035904393,0.017087973978515143,0,0,000001,0.9831991190381765,0.0,721724.6488821564,991936.2871242776,
2020-05-18,2249.53,2249.53,2260.4916961956023,-0.0021602200141944694,0.0006710505799283339,0.011056478187892287,0,0,000001,0.989064430695594,0.0,721724.6488821564,992416.8811007147,
2020-05-19,2283.66,2275.53,2244.843821659088,0.011557969887043162,-0.006922332235437811,0.012319652125819695,0,0,000001,0.9878302746568743,0.0,721724.6488821564,993836.6057604187,
2020-05-20,2278.78,2299.91,2250.7076799201964,0.010713987510601708,0.002612145310302516,0.012836476078196555,0,0,000001,0.9873262107147833,0.0,721724.6488821564,995939.3096251527,
2020-05-21,2301.53,2282.03,2260.9898725700377,-0.007774217251979243,0.004568426518278823,0.012928530034970262,0,0,000001,0.9872364834718163,0.0,721724.6488821564,994717.5214942478,
2020-05-22,2270.65,2204.0199999999995,2259.34544503212,-0.03418447610241793,-0.0007273042475189895,0.014391499257766477,-1,0,000001,0.9858126775822779,0.0,721724.6488821564,993157.5059003669,
2020-05-25,2212.14,2210.5200000000004,2223.9674537324904,0.002949156541229625,-0.015658513565253718,0.014352927441931992,0,0,000001,0.9858501641256872,0.0,721724.6488821564,991066.1749450922,
2020-05-26,2220.27,2223.52,2207.451635928154,0.005880969183721163,-0.007426285747400674,0.014663518592994891,0,0,000001,0.9855483928176226,0.0,721724.6488821564,995204.1377410043,
2020-05-27,2225.15,2217.02,2203.2053440380096,-0.002923292797006538,-0.0019236171796619406,0.014527389231550683,0,0,000001,0.9856806337751468,0.0,721724.6488821564,995292.8244900991,
2020-05-28,2231.32,2263.83,2204.950664739609,0.02111392770475673,0.0007921734151208337,0.014925408105877364,0,0,000001,0.9852940836965228,0.0,721724.6488821564,997801.554226969,
2020-05-29,2254.08,2252.45,2228.421297273636,-0.005026879226797121,0.010644515956459655,0.014925570414822217,1,1,000001,0.9852939261263053,25.614872546924914,663928.9389996732,996835.9363229938,
