date,actual,predicted,pred_return,signal,position,cash,total,returns
2022-11-14,88.3732071307884,87.43393748944754,0.052229084420189587,1,11315.646817253612,999000,1999000.0,0.9990000000000001
2022-11-15,88.77430688357367,91.79684139595844,0.049899433009493066,1,0.0,1000000,2004538.7031410057,0.002770736938972451
2022-11-16,87.50395197423937,91.41738552256147,-0.004133648474463403,-1,0.0,999000,999000.0,-0.5016309745306389
2022-11-17,86.63469681769035,90.33816444794738,-0.011805424848293722,-1,0.0,1000000,1000000.0,0.0010010010010010895
2022-11-18,85.9661972297149,89.97121281113441,-0.0040619780029337305,-1,0.0,1000000,1000000.0,0.0
2022-11-21,85.09694207316586,89.62308281236028,-0.003869348738300471,-1,0.0,1000000,1000000.0,0.0
2022-11-22,87.50395197423937,88.46502980766775,-0.012921369901067736,-1,0.0,1000000,1000000.0,0.0
2022-11-23,87.50395197423937,89.36048380053326,0.010122123903788083,-1,0.0,1000000,1000000.0,0.0
2022-11-24,87.16949648807072,90.6967397527836,0.014953544289588727,-1,0.0,1000000,1000000.0,0.0
2022-11-25,89.84390622433442,90.46769628668116,-0.0025253770612565507,-1,0.0,1000000,1000000.0,0.0
2022-11-28,87.43689632326091,91.74514717451449,0.014120519702250922,-1,0.0,1000000,1000000.0,0.0
2022-11-29,95.32683699881868,91.24880430885705,-0.005410017651541921,-1,0.0,1000000,1000000.0,0.0
2022-11-30,95.59423683400888,95.79268318645764,0.049796585413005134,1,10460.881671521825,999000,1999000.0,0.9990000000000001
2022-12-01,96.0619808534108,98.15124333884708,0.024621506298122764,-1,0.0,998001,998001.0,-0.5007498749374688
2022-12-02,94.72498167745988,98.68769015364494,0.005465512168255193,-1,0.0,1000000,1000000.0,0.0020030040050060816
2022-12-05,98.93714615824804,97.41020913512104,-0.012944684555237007,-1,0.0,1000000,1000000.0,0.0
2022-12-06,98.26864657027258,99.00869248734811,0.016409813369867354,-1,0.0,1000000,1000000.0,0.0
