date,open,true_price,predicted_price,cummax,drawdown,signal,position,cash,total,returns
2020-03-11,27.03,26.93,26.906881314516067,26.93,0.0,1,0.0,1000000.0,1000000.0,
2020-03-12,26.85,26.77,26.850310205221174,26.93,0.00594132937244709,1,37243.947858472995,999000.0,1999000.0,0.9990000000000001
2020-03-13,26.380000000000003,26.54,26.699557129144665,26.93,0.014481990345339792,1,37243.947858472995,1000000.0,1982495.3445065178,-0.00825645597472846
2020-03-16,26.64,26.44,26.60682678341865,26.93,0.01819532120311914,1,37243.947858472995,1000000.0,1992178.7709497206,0.0048844636483185155
2020-03-17,26.489999999999995,26.21,26.658311026096342,26.93,0.026735982176011842,1,37243.947858472995,1000000.0,1986592.1787709496,-0.0028042624789680337
2020-03-18,26.3,26.03,26.55195253491401,26.93,0.0334199777200148,1,37243.947858472995,1000000.0,1979515.8286778398,-0.0035620547431570726
2020-03-19,26.01,25.290000000000003,26.35752573013305,26.93,0.06089862606758251,1,37243.947858472995,1000000.0,1968715.0837988826,-0.005456255879586092
2020-03-20,25.41,25.4,26.096484134197237,26.93,0.05681396212402529,1,37243.947858472995,1000000.0,1946368.7150837989,-0.011350737797956811
2020-03-23,24.99,25.290000000000003,25.73522247195244,26.93,0.06089862606758251,1,37243.947858472995,1000000.0,1930726.2569832401,-0.008036739380023028
2020-03-24,25.54,26.09,25.21936069011688,26.93,0.031191979205347192,1,37243.947858472995,1000000.0,1951210.4283054003,0.010609567901234573
2020-03-25,26.3,26.19,25.457040104866024,26.93,0.027478648347567712,1,37243.947858472995,1000000.0,1979515.8286778398,0.014506585226188307
2020-03-26,26.12,26.450000000000003,25.665605971217158,26.93,0.01782398811734114,1,37243.947858472995,1000000.0,1972811.9180633146,-0.003386641580432781
2020-03-27,26.59,26.780000000000005,25.780557142496107,26.93,0.0055699962866689575,1,37243.947858472995,1000000.0,1990316.5735567969,0.00887294695110441
2020-03-30,26.6,27.09,26.12689386129379,27.09,0.0,1,37243.947858472995,1000000.0,1990689.0130353817,0.00018712574850310304
2020-03-31,27.17,26.75,26.55530909895897,27.09,0.012550756736803243,1,37243.947858472995,1000000.0,2011918.0633147112,0.01066417212347992
2020-04-01,26.72,26.51,26.70127876162529,27.09,0.021410114433370184,1,37243.947858472995,1000000.0,1995158.2867783983,-0.008330248056275469
2020-04-02,26.41,26.76,26.469279495477675,27.09,0.01218161683277956,1,37243.947858472995,1000000.0,1983612.6629422717,-0.005786820981892871
2020-04-03,26.59,26.63,26.443365830183023,27.09,0.01698043558508678,1,37243.947858472995,1000000.0,1990316.5735567969,0.003379647014645215
2020-04-07,26.87,26.65,26.451649483442303,27.09,0.016242155777039545,1,37243.947858472995,1000000.0,2000744.8789571694,0.0052395209580837765
2020-04-08,26.61,26.65,26.53590419530868,27.09,0.016242155777039545,1,37243.947858472995,1000000.0,1991061.4525139662,-0.004839910647803536
2020-04-09,26.69,26.51,26.59456355810165,27.09,0.021410114433370184,1,37243.947858472995,1000000.0,1994040.9683426442,0.0014964459408903785
2020-04-10,26.59,26.4,26.684228407144545,27.09,0.02547065337763017,1,37243.947858472995,1000000.0,1990316.5735567969,-0.0018677624206200338
2020-04-13,26.35,26.36,26.70465018868446,27.09,0.02694721299372464,1,37243.947858472995,1000000.0,1981378.0260707634,-0.004491017964071808
2020-04-14,26.33,26.68,26.660967789888375,27.09,0.015134736064968629,1,37243.947858472995,1000000.0,1980633.1471135938,-0.0003759398496241406
2020-04-15,26.75,26.44,26.633145465850827,27.09,0.02399409376153557,1,37243.947858472995,1000000.0,1996275.6052141525,0.00789770590447536
2020-04-16,26.4,26.51,26.595477633476257,27.09,0.021410114433370184,1,37243.947858472995,1000000.0,1983240.223463687,-0.006529850746268551
2020-04-17,26.56,26.54,26.437149374485013,27.09,0.0203026947212994,1,37243.947858472995,1000000.0,1989199.2551210427,0.0030046948356807768
2020-04-20,26.52,26.43,26.305459352731702,27.09,0.02436323366555925,1,37243.947858472995,1000000.0,1987709.4972067038,-0.000748923422580039
2020-04-21,26.31,25.88,26.13829998612404,27.09,0.04466592838685865,1,37243.947858472995,1000000.0,1979888.2681564244,-0.00393479482855541
2020-04-22,25.79,25.89,26.033492202758787,27.09,0.04429678848283497,1,37243.947858472995,1000000.0,1960521.4152700184,-0.009781790820165615
2020-04-23,25.89,25.81,25.890225131511688,27.09,0.047249907715024034,1,37243.947858472995,1000000.0,1964245.810055866,0.0018996960486323822
2020-04-24,25.800000000000004,25.67,25.53608285307884,27.09,0.05241786637135468,1,37243.947858472995,1000000.0,1960893.8547486034,-0.0017064846416381396
2020-04-27,25.76,25.83,25.396660348176955,27.09,0.0465116279069768,1,37243.947858472995,1000000.0,1959404.0968342645,-0.000759734093067399
2020-04-28,25.899999999999995,25.88,25.40538246035576,27.09,0.04466592838685865,1,37243.947858472995,1000000.0,1964618.2495344505,0.002661091047329256
2020-04-29,25.87,26.16,25.470089831352237,27.09,0.03433001107419711,1,37243.947858472995,1000000.0,1963500.9310986963,-0.0005687203791469031
2020-04-30,26.24,26.44,25.71879017114639,27.09,0.02399409376153557,1,37243.947858472995,1000000.0,1977281.1918063313,0.007018209408194309
2020-05-06,26.18,26.280000000000005,26.03271684885025,27.09,0.029900332225913442,1,37243.947858472995,1000000.0,1975046.554934823,-0.0011301563382933866
2020-05-07,26.24,26.280000000000005,26.15828330874443,27.09,0.029900332225913442,1,37243.947858472995,1000000.0,1977281.1918063313,0.0011314350367717108
2020-05-08,26.29,26.37,26.09811658859253,27.09,0.026578073089700956,1,37243.947858472995,1000000.0,1979143.389199255,0.0009417969485778777
2020-05-11,26.36,26.4,26.17343739032745,27.09,0.02547065337763017,1,37243.947858472995,1000000.0,1981750.4655493482,0.0013172751223184953
2020-05-12,26.41,26.480000000000004,26.22317522883415,27.09,0.02251753414544097,1,37243.947858472995,1000000.0,1983612.6629422717,0.0009396729937980464
2020-05-13,26.45,26.41,26.27325615525245,27.09,0.025101513473606486,1,37243.947858472995,1000000.0,1985102.4208566106,0.0007510326699211589
