日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,volatility
2010-01-04,600505,31.69,31.18,32.04,31.09,56046,58096249.0,3.0,-1.61,-0.51,1.65,0.9499999999999993
2010-01-05,600505,31.09,31.51,31.6,30.94,46877,48610931.0,2.12,1.06,0.33,1.38,0.6600000000000001
2010-01-06,600505,31.51,31.66,31.89,31.15,70583,73525281.0,2.35,0.48,0.15,2.08,0.740000000000002
2010-01-07,600505,31.66,31.54,32.19,31.15,96008,100929154.0,3.28,-0.38,-0.12,2.83,1.0399999999999991
2010-01-08,600505,31.33,30.97,31.45,30.32,60483,61505265.0,3.58,-1.81,-0.57,1.79,1.129999999999999
2010-01-11,600505,31.0,31.15,31.33,30.56,50879,52038823.0,2.49,0.58,0.18,1.5,0.7699999999999996
2010-01-12,600505,31.6,32.31,32.34,31.39,140006,148210314.0,3.05,3.72,1.16,4.13,0.9500000000000028
2010-01-13,600505,31.69,31.77,32.28,31.39,93493,98420626.0,2.75,-1.67,-0.54,2.76,0.8900000000000006
2010-01-14,600505,31.8,33.76,33.82,31.48,206381,226072673.0,7.37,6.26,1.99,6.09,2.34
2010-01-15,600505,33.91,33.5,34.71,33.02,193865,216958121.0,5.01,-0.77,-0.26,5.72,1.6899999999999977
2010-01-18,600505,33.62,34.42,34.54,33.26,108969,123227232.0,3.82,2.75,0.92,3.22,1.2800000000000011
2010-01-19,600505,34.54,34.39,35.52,34.12,102129,117740580.0,4.07,-0.09,-0.03,3.01,1.4000000000000057
2010-01-20,600505,34.51,33.26,34.89,32.61,114934,129303680.0,6.63,-3.29,-1.13,3.39,2.280000000000001
2010-01-21,600505,33.23,34.18,34.24,32.78,83883,93268271.0,4.39,2.77,0.92,2.48,1.4600000000000009
2010-01-22,600505,33.59,33.56,34.24,32.64,75362,83405036.0,4.68,-1.81,-0.62,2.22,1.6000000000000014
2010-01-25,600505,32.93,32.31,33.76,32.19,53061,57994298.0,4.68,-3.72,-1.25,1.57,1.5700000000000003
2010-01-26,600505,32.49,30.82,32.75,30.56,74719,77153776.0,6.78,-4.61,-1.49,2.21,2.1900000000000013
2010-01-27,600505,30.85,30.41,31.15,30.26,44380,45091711.0,2.89,-1.33,-0.41,1.31,0.889999999999997
2010-01-28,600505,30.5,30.62,30.97,30.26,34403,34773851.0,2.33,0.69,0.21,1.02,0.7099999999999973
2010-01-29,600505,30.62,30.71,31.24,30.29,28522,29088086.0,3.1,0.29,0.09,0.84,0.9499999999999993
2010-02-01,600505,30.71,29.76,31.06,29.25,47779,47367533.0,5.89,-3.09,-0.95,1.41,1.8099999999999987
2010-02-02,600505,29.96,29.7,30.44,29.58,32987,32664256.0,2.89,-0.2,-0.06,0.97,0.860000000000003
2010-02-03,600505,30.17,30.82,30.85,29.61,47295,47428736.0,4.18,3.77,1.12,1.4,1.240000000000002
2010-02-04,600505,30.82,30.68,31.12,30.32,40184,40729712.0,2.6,-0.45,-0.14,1.19,0.8000000000000007
2010-02-05,600505,30.23,29.96,30.32,29.25,53691,52757312.0,3.49,-2.35,-0.72,1.58,1.0700000000000003
2010-02-08,600505,29.73,29.84,30.5,29.37,31775,31518531.0,3.77,-0.4,-0.12,0.94,1.129999999999999
2010-02-09,600505,29.87,29.99,30.2,29.76,20707,20494238.0,1.47,0.5,0.15,0.61,0.4399999999999977
2010-02-10,600505,30.14,30.23,30.44,29.81,19364,19288311.0,2.1,0.8,0.24,0.57,0.6300000000000026
2010-02-11,600505,30.08,30.29,30.44,30.05,23344,23360624.0,1.29,0.2,0.06,0.69,0.39000000000000057
2010-02-12,600505,30.26,31.39,31.45,30.26,45406,46433225.0,3.93,3.63,1.1,1.34,1.1899999999999977
2010-02-22,600505,31.15,30.76,31.24,30.76,24270,24802171.0,1.53,-2.01,-0.63,0.72,0.4799999999999969
2010-02-23,600505,30.76,30.62,30.88,30.11,25859,25975197.0,2.5,-0.46,-0.14,0.76,0.7699999999999996
2010-02-24,600505,30.62,31.24,31.33,30.29,58585,59704715.0,3.4,2.02,0.62,1.73,1.0399999999999991
2010-02-25,600505,31.27,32.01,32.1,31.12,60232,63095829.0,3.14,2.46,0.77,1.78,0.9800000000000004
