日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,volatility
2010-01-04,002022,132.31,132.72,135.23,132.31,79274,173905626.52,2.19,-0.58,-0.78,2.19,2.9199999999999875
2010-01-05,002022,132.01,131.35,133.8,129.74,79717,172203960.64,3.06,-1.03,-1.37,2.2,4.060000000000002
2010-01-06,002022,131.35,129.38,132.13,129.32,56310,120525526.64,2.14,-1.5,-1.97,1.55,2.8100000000000023
2010-01-07,002022,128.73,126.04,130.22,125.68,67715,141686807.6,3.51,-2.58,-3.34,1.87,4.539999999999992
2010-01-08,002022,125.8,125.98,126.04,124.01,47095,96378049.31,1.61,-0.05,-0.06,1.3,2.030000000000001
2010-01-11,002022,126.1,122.88,128.13,122.22,68851,139922541.53,4.69,-2.46,-3.1,1.9,5.909999999999997
2010-01-12,002022,123.95,127.65,127.89,122.34,85253,174590453.99,4.52,3.88,4.77,2.35,5.549999999999997
2010-01-13,002022,126.99,126.58,129.08,124.37,99910,208010241.86,3.69,-0.84,-1.07,2.76,4.710000000000008
2010-01-14,002022,126.16,130.69,132.54,126.16,98374,210399048.86,5.04,3.25,4.11,2.71,6.3799999999999955
2010-01-15,002022,131.53,134.04,134.99,131.47,114865,251945660.27,2.69,2.56,3.35,3.17,3.5200000000000102
2010-01-18,002022,134.16,136.3,136.72,132.96,122227,270971377.85,2.81,1.69,2.26,3.37,3.759999999999991
2010-01-19,002022,136.54,135.47,137.5,134.27,114621,254343721.08,2.37,-0.61,-0.83,3.16,3.2299999999999898
2010-01-20,002022,134.75,129.08,135.05,128.31,90718,197098528.46,4.98,-4.72,-6.39,2.5,6.740000000000009
2010-01-21,002022,128.19,133.32,134.16,128.19,62490,134861069.65,4.63,3.28,4.24,1.72,5.969999999999999
2010-01-22,002022,131.65,131.77,132.96,128.78,61956,133508711.83,3.14,-1.16,-1.55,1.71,4.180000000000007
2010-01-25,002022,131.29,135.59,136.54,129.86,93648,206833067.84,5.07,2.9,3.82,2.58,6.679999999999978
2010-01-26,002022,135.53,136.72,137.26,133.62,133950,298229754.22,2.68,0.83,1.13,3.69,3.6399999999999864
2010-01-27,002022,136.36,130.16,136.48,129.14,117504,255664815.99,5.37,-4.8,-6.56,3.24,7.340000000000003
2010-01-28,002022,130.1,132.84,133.98,126.99,72958,157066339.55,5.37,2.06,2.68,2.01,6.989999999999995
2010-01-29,002022,132.25,138.69,140.12,131.77,160036,363449799.84,6.29,4.4,5.85,4.41,8.349999999999994
2010-02-01,002022,138.93,143.58,146.63,138.63,224547,530337332.61,5.77,3.53,4.89,6.19,8.0
2010-02-02,002022,143.64,141.85,144.78,140.0,117738,275521576.14,3.33,-1.2,-1.73,3.25,4.780000000000001
2010-02-03,002022,142.57,141.73,143.11,136.0,96723,221196171.42,5.01,-0.08,-0.12,2.67,7.110000000000014
2010-02-04,002022,140.6,142.39,143.52,137.5,111665,257337425.88,4.25,0.47,0.66,3.08,6.02000000000001
2010-02-05,002022,137.79,136.12,141.43,136.12,85582,194287007.84,3.73,-4.4,-6.27,2.36,5.310000000000002
2010-02-08,002022,135.95,137.5,138.45,135.05,42462,95466913.71,2.5,1.01,1.38,1.17,3.3999999999999773
2010-02-09,002022,137.5,134.75,138.63,133.44,46991,104454372.25,3.77,-2.0,-2.75,1.3,5.189999999999998
2010-02-10,002022,135.35,135.47,136.84,134.16,34354,76338690.75,1.99,0.53,0.72,0.95,2.680000000000007
2010-02-11,002022,135.65,134.39,138.09,134.16,43271,96353682.0,2.9,-0.8,-1.08,1.19,3.930000000000007
2010-02-12,002022,133.26,135.17,135.77,133.26,33636,74322122.87,1.87,0.58,0.78,0.93,2.5100000000000193
2010-02-22,002022,133.56,137.74,139.23,133.56,44670,100467989.23,4.19,1.9,2.57,1.23,5.6699999999999875
