date,open,true_price,predicted_price,cummax,drawdown,signal,position,cash,total,returns
2020-03-11,37.36,36.96,37.23002878129482,36.96,0.0,1,0.0,1000000.0,1000000.0,
2020-03-12,36.76,36.51,37.04234184920788,36.96,0.012175324675324752,1,27203.48204570185,999000.0,1999000.0,0.9990000000000001
2020-03-13,35.66,36.31,36.81717212259769,36.96,0.017586580086580046,1,27203.48204570185,1000000.0,1970076.169749728,-0.014469149699986028
2020-03-16,36.41,35.76,36.7835307776928,36.96,0.03246753246753254,1,27203.48204570185,1000000.0,1990478.7812840044,0.01035625517812755
2020-03-17,35.81,35.86,36.483633846640586,36.96,0.0297619047619048,1,27203.48204570185,1000000.0,1974156.6920565832,-0.008200082000820008
2020-03-18,36.01,35.51,36.24511822164059,36.96,0.039231601731601805,1,27203.48204570185,1000000.0,1979597.3884657235,0.00275595976298737
2020-03-19,35.36,35.36,35.973840181231495,36.96,0.04329004329004333,1,27203.48204570185,1000000.0,1961915.1251360173,-0.008932252301772636
2020-03-20,35.46,35.66,36.10167074084282,36.96,0.03517316017316029,1,27203.48204570185,1000000.0,1964635.4733405877,0.001386577925679422
2020-03-23,35.26,35.06,35.47116893827915,36.96,0.051406926406926366,1,27203.48204570185,1000000.0,1959194.7769314472,-0.002769315978953246
2020-03-24,35.31,35.51,35.1871491497755,36.96,0.039231601731601805,1,27203.48204570185,1000000.0,1960554.9510337324,0.0006942515967787166
2020-03-25,35.86,35.66,35.1755210763216,36.96,0.03517316017316029,1,27203.48204570185,1000000.0,1975516.8661588682,0.007631469404745239
2020-03-26,35.46,35.41,34.96292932212353,36.96,0.04193722943722955,1,27203.48204570185,1000000.0,1964635.4733405877,-0.005508124483613153
2020-03-27,35.56,35.46,34.918695330023766,36.96,0.040584415584415584,1,27203.48204570185,1000000.0,1967355.8215451578,0.001384657989476512
2020-03-30,35.21,35.31,35.3639559173584,36.96,0.0446428571428571,1,27203.48204570185,1000000.0,1957834.602829162,-0.004839601769911606
2020-03-31,35.41,35.41,34.916413388848305,36.96,0.04193722943722955,1,27203.48204570185,1000000.0,1963275.2992383023,0.002778935667639315
2020-04-01,35.26,35.21,34.87464695036411,36.96,0.04734848484848485,1,27203.48204570185,1000000.0,1959194.7769314472,-0.0020784259387556236
2020-04-02,35.06,35.46,35.02561355471611,36.96,0.040584415584415584,1,27203.48204570185,1000000.0,1953754.080522307,-0.0027770063871146444
2020-04-03,35.41,35.21,35.35603463351726,36.96,0.04734848484848485,1,27203.48204570185,1000000.0,1963275.2992383023,0.004873294346978474
2020-04-07,35.41,35.61,35.445962041020394,36.96,0.036525974025974066,1,27203.48204570185,1000000.0,1963275.2992383023,0.0
2020-04-08,35.51,35.71,35.7419592911005,36.96,0.03382034632034632,1,27203.48204570185,1000000.0,1965995.6474428726,0.0013856172925039711
2020-04-09,35.76,35.51,35.999334595799446,36.96,0.039231601731601805,1,27203.48204570185,1000000.0,1972796.517954298,0.003459250034592465
2020-04-10,35.56,35.46,35.88858583986759,36.96,0.040584415584415584,1,27203.48204570185,1000000.0,1967355.8215451578,-0.0027578599007169746
2020-04-13,35.41,35.31,35.39019460141659,36.96,0.0446428571428571,1,27203.48204570185,1000000.0,1963275.2992383023,-0.002074115044247926
2020-04-14,35.41,35.56,35.55225609838963,36.96,0.03787878787878784,1,27203.48204570185,1000000.0,1963275.2992383023,0.0
2020-04-15,35.56,35.41,35.47623142659664,36.96,0.04193722943722955,1,27203.48204570185,1000000.0,1967355.8215451578,0.0020784259387558457
2020-04-16,35.41,35.36,35.013446841239926,36.96,0.04329004329004333,1,27203.48204570185,1000000.0,1963275.2992383023,-0.002074115044247926
2020-04-17,35.41,35.41,35.12409915149212,36.96,0.04193722943722955,1,27203.48204570185,1000000.0,1963275.2992383023,0.0
2020-04-20,35.41,35.41,35.16353269636631,36.96,0.04193722943722955,1,27203.48204570185,1000000.0,1963275.2992383023,0.0
2020-04-21,35.46,35.01,35.30619587361812,36.96,0.05275974025974033,1,27203.48204570185,1000000.0,1964635.4733405877,0.0006928086462520966
2020-04-22,34.86,35.61,34.9052238702774,36.96,0.036525974025974066,1,27203.48204570185,1000000.0,1948313.3841131665,-0.008307947936859628
2020-04-23,35.66,35.26,35.68868852078914,36.96,0.04599567099567107,1,27203.48204570185,1000000.0,1970076.169749728,0.01117006422786937
2020-04-24,35.21,35.11,35.16073031246662,36.96,0.050054112554112594,1,27203.48204570185,1000000.0,1957834.602829162,-0.006213753106876552
2020-04-27,35.11,34.91,34.98862754642963,36.96,0.05546536796536808,1,27203.48204570185,1000000.0,1955114.254624592,-0.0013894678338196575
2020-04-28,34.91,34.31,34.326335064172746,36.96,0.07169913419913417,1,27203.48204570185,1000000.0,1949673.5582154514,-0.002782802281897978
2020-04-29,34.36,34.36,33.59766975700855,36.96,0.07034632034632038,1,27203.48204570185,1000000.0,1934711.6430903156,-0.007674061671550048
2020-04-30,34.56,34.81,33.203569053411485,36.96,0.05817099567099563,1,27203.48204570185,1000000.0,1940152.3394994559,0.0028121484814398467
2020-05-06,34.66,34.81,33.9792270630598,36.96,0.05817099567099563,1,27203.48204570185,1000000.0,1942872.687704026,0.0014021312394840724
2020-05-07,34.81,34.56,34.36278425216675,36.96,0.0649350649350649,1,27203.48204570185,1000000.0,1946953.2100108815,0.0021002520302437766
2020-05-08,34.66,35.01,33.91438099145889,36.96,0.05275974025974033,1,27203.48204570185,1000000.0,1942872.687704026,-0.0020958502165713266
2020-05-11,35.06,34.96,34.299142841696735,36.96,0.05411255411255411,1,27203.48204570185,1000000.0,1953754.080522307,0.005600672080649849
2020-05-12,35.01,34.86,34.6917095130682,36.96,0.05681818181818186,1,27203.48204570185,1000000.0,1952393.9064200218,-0.0006961849067113057
2020-05-13,34.76,34.81,34.496721825003625,36.96,0.05817099567099563,1,27203.48204570185,1000000.0,1945593.0359085961,-0.0034833495889649013
2020-05-14,34.71,34.66,34.44598593831062,36.96,0.06222943722943734,1,27203.48204570185,1000000.0,1944232.8618063112,-0.0006991051454138253
2020-05-15,34.76,34.66,34.53063794910908,36.96,0.06222943722943734,1,27203.48204570185,1000000.0,1945593.0359085961,0.0006995942353433815
2020-05-18,34.76,34.81,33.86567592322826,36.96,0.05817099567099563,1,27203.48204570185,1000000.0,1945593.0359085961,0.0
2020-05-19,34.96,35.16,34.132686697244644,36.96,0.048701298701298815,1,27203.48204570185,1000000.0,1951033.7323177368,0.0027964205816557453
2020-05-20,35.11,34.91,35.02560809552669,36.96,0.05546536796536808,1,27203.48204570185,1000000.0,1955114.254624592,0.0020914668153930727
2020-05-21,35.06,34.91,35.002364686727525,36.96,0.05546536796536808,1,27203.48204570185,1000000.0,1953754.080522307,-0.0006957005704744113
2020-05-22,34.76,34.66,35.55225063920021,36.96,0.06222943722943734,1,27203.48204570185,1000000.0,1945593.0359085961,-0.004177109440267501
2020-05-25,34.66,35.06,35.20532097160816,36.96,0.051406926406926366,1,27203.48204570185,1000000.0,1942872.687704026,-0.0013982102908277616
2020-05-26,35.11,35.11,34.97722148001194,36.96,0.050054112554112594,1,27203.48204570185,1000000.0,1955114.254624592,0.006300756090730886
2020-05-27,35.06,35.21,34.931411601901054,36.96,0.04734848484848485,1,27203.48204570185,1000000.0,1953754.080522307,-0.0006957005704744113
2020-05-28,35.26,35.16,35.506504451632495,36.96,0.048701298701298815,1,27203.48204570185,1000000.0,1959194.7769314472,0.002784739626844779
2020-05-29,35.16,35.06,34.955956117510794,36.96,0.051406926406926366,1,27203.48204570185,1000000.0,1956474.428726877,-0.0013885031935573222
2020-06-01,35.16,35.36,34.715045728087425,36.96,0.04329004329004333,1,27203.48204570185,1000000.0,1956474.428726877,0.0
2020-06-02,35.31,35.56,35.2885827088356,36.96,0.03787878787878784,1,27203.48204570185,1000000.0,1960554.9510337324,0.0020856507230255783
