Initial Capital,Final Value,Total Return,Annualized Return,Max Drawdown,Sharpe Ratio,Win Rate,Total Trades,Avg Hold Days
1000000.0,1654903.7431114935,0.6549037431114935,0.11470664558406352,0.15860851241915253,0.83864687050771,0.506201044386423,6163,21.995430809399476
