日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,volatility
2010-01-04,600811,122.48,120.59,123.24,120.4,125171,88716411.0,2.34,-0.63,-0.76,1.01,2.839999999999989
2010-01-05,600811,120.78,121.72,122.1,118.13,154662,108510545.0,3.29,0.94,1.13,1.25,3.969999999999999
2010-01-06,600811,121.72,120.78,123.8,120.59,160733,114036377.0,2.64,-0.77,-0.94,1.3,3.2099999999999937
2010-01-07,600811,120.59,116.62,121.16,115.86,183510,126364766.0,4.39,-3.44,-4.16,1.48,5.299999999999997
2010-01-08,600811,115.49,116.43,117.19,114.35,144786,97924843.0,2.44,-0.16,-0.19,1.17,2.8400000000000034
2010-01-11,600811,121.91,118.51,123.61,117.38,205283,143405675.0,5.35,1.79,2.08,1.65,6.230000000000004
2010-01-12,600811,117.94,120.97,121.53,116.81,190110,132446683.0,3.98,2.08,2.46,1.53,4.719999999999999
2010-01-13,600811,118.32,117.56,120.59,117.19,180695,124853651.0,2.81,-2.82,-3.41,1.46,3.4000000000000057
2010-01-14,600811,117.94,119.83,120.21,117.0,179090,124336531.0,2.73,1.93,2.27,1.44,3.2099999999999937
2010-01-15,600811,120.02,121.91,121.91,119.64,241912,170428688.0,1.89,1.74,2.08,1.95,2.269999999999996
2010-01-18,600811,121.72,122.29,122.48,120.59,190054,134446697.0,1.55,0.31,0.38,1.53,1.8900000000000006
2010-01-19,600811,122.67,122.1,123.05,120.78,181375,128437011.0,1.86,-0.16,-0.19,1.46,2.269999999999996
2010-01-20,600811,122.29,116.43,122.29,116.05,242125,167738392.0,5.11,-4.64,-5.67,1.95,6.240000000000009
2010-01-21,600811,116.81,118.89,119.83,115.49,157960,108799987.0,3.73,2.11,2.46,1.27,4.340000000000003
2010-01-22,600811,116.43,118.32,119.45,116.05,219001,150679151.0,2.86,-0.48,-0.57,1.76,3.4000000000000057
2010-01-25,600811,117.56,119.45,121.72,116.81,239414,167416681.0,4.15,0.96,1.13,1.93,4.909999999999997
2010-01-26,600811,119.27,115.11,120.4,112.65,237773,161502455.0,6.49,-3.63,-4.34,1.92,7.75
2010-01-27,600811,115.49,117.38,118.51,111.14,251946,170764099.0,6.4,1.97,2.27,2.03,7.3700000000000045
2010-01-28,600811,116.43,119.08,119.27,114.92,163868,112687908.0,3.71,1.45,1.7,1.32,4.349999999999994
2010-01-29,600811,117.94,124.56,126.64,117.38,668481,476831059.0,7.78,4.6,5.48,5.39,9.260000000000005
2010-02-01,600811,124.94,125.5,128.53,123.61,566640,414680847.0,3.95,0.75,0.94,4.57,4.920000000000002
2010-02-02,600811,125.69,126.64,130.8,124.37,730918,541405878.0,5.12,0.91,1.14,5.89,6.430000000000007
2010-02-03,600811,126.83,128.15,129.47,122.86,555444,407622529.0,5.22,1.19,1.51,4.48,6.609999999999999
2010-02-04,600811,128.34,130.23,132.31,127.39,620015,465953145.0,3.84,1.62,2.08,5.0,4.920000000000002
