日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,volatility
2010-01-04,3592.47,3535.23,3597.75,3535.23,66101080,93419838921.0,1.75,-1.13,-40.45,0.2,62.51999999999998
2010-01-05,3545.19,3564.04,3577.53,3497.66,85809641,128302442618.0,2.26,0.81,28.81,0.26,79.87000000000035
2010-01-06,3558.7,3541.73,3588.83,3541.17,78473125,121045989916.0,1.34,-0.63,-22.31,0.24,47.659999999999854
2010-01-07,3543.16,3471.46,3558.56,3452.77,80350037,120436166283.0,2.99,-1.98,-70.27,0.25,105.78999999999996
2010-01-08,3456.91,3480.13,3482.08,3426.7,60790253,90190959969.0,1.6,0.25,8.67,0.19,55.38000000000011
2010-01-11,3593.11,3482.05,3594.53,3465.32,89980172,134114001104.0,3.71,0.06,1.92,0.28,129.21000000000004
2010-01-12,3477.84,3534.92,3535.41,3437.66,93743278,134071416354.0,2.81,1.52,52.87,0.29,97.75
2010-01-13,3448.29,3421.14,3490.11,3415.69,112457901,159860384574.0,2.11,-3.22,-113.78,0.34,74.42000000000007
2010-01-14,3433.47,3469.05,3470.32,3411.81,83353252,118107870086.0,1.71,1.4,47.91,0.26,58.51000000000022
2010-01-15,3472.52,3482.74,3500.07,3448.66,72543102,104035175785.0,1.48,0.39,13.69,0.22,51.41000000000031
2010-01-18,3471.78,3500.68,3501.26,3458.04,82854307,117884258544.0,1.24,0.52,17.94,0.25,43.220000000000255
2010-01-19,3506.81,3507.48,3528.39,3497.09,74883232,108023525533.0,0.89,0.19,6.8,0.23,31.299999999999727
2010-01-20,3512.25,3394.43,3515.45,3387.82,92495146,128416164613.0,3.64,-3.22,-113.05,0.28,127.62999999999965
2010-01-21,3397.04,3408.57,3425.18,3364.72,70595068,100076607006.0,1.78,0.42,14.14,0.22,60.460000000000036
2010-01-22,3364.45,3366.2,3390.8,3293.19,88933404,119197815814.0,2.86,-1.24,-42.37,0.27,97.61000000000013
2010-01-25,3340.01,3328.01,3372.43,3326.27,56849171,76626626843.0,1.37,-1.13,-38.19,0.17,46.159999999999854
2010-01-26,3328.11,3242.8,3341.2,3222.14,61752231,81586059213.0,3.58,-2.56,-85.21,0.19,119.05999999999995
2010-01-27,3243.04,3198.57,3255.12,3183.36,52691394,70540273182.0,2.21,-1.36,-44.23,0.16,71.75999999999976
2010-01-28,3195.29,3206.57,3220.31,3168.46,46990716,64082115658.0,1.62,0.25,8.0,0.14,51.84999999999991
2010-01-29,3190.31,3204.16,3249.46,3176.92,50262613,68018118702.0,2.26,-0.08,-2.41,0.15,72.53999999999996
2010-02-01,3198.23,3152.71,3198.31,3116.44,57001380,75982150475.0,2.56,-1.61,-51.45,0.17,81.86999999999989
2010-02-02,3170.78,3146.19,3211.94,3143.08,50130033,68318412373.0,2.18,-0.21,-6.52,0.15,68.86000000000013
2010-02-03,3160.71,3230.72,3231.1,3094.57,64798894,87536249983.0,4.34,2.69,84.53,0.2,136.52999999999975
2010-02-04,3206.43,3218.8,3242.52,3190.44,58972726,75466552963.0,1.61,-0.37,-11.92,0.18,52.07999999999993
2010-02-05,3147.72,3153.09,3177.42,3129.92,59105845,73693132366.0,1.48,-2.04,-65.71,0.18,47.5
2010-02-08,3152.25,3150.99,3172.31,3133.81,37355951,47902429250.0,1.22,-0.07,-2.1,0.11,38.5
2010-02-09,3147.76,3169.19,3178.95,3144.48,35953158,45222660374.0,1.09,0.58,18.2,0.11,34.4699999999998
2010-02-10,3195.14,3214.13,3214.46,3182.83,34219894,48152144637.0,1.0,1.42,44.94,0.1,31.63000000000011
2010-02-11,3216.69,3220.4,3238.35,3207.17,35791052,46999712971.0,0.97,0.2,6.27,0.11,31.179999999999836
2010-02-12,3232.88,3251.28,3253.2,3228.74,34058238,46703220577.0,0.76,0.96,30.88,0.1,24.460000000000036
2010-02-22,3248.95,3233.34,3261.95,3232.78,38283772,49981333658.0,0.9,-0.55,-17.94,0.12,29.169999999999618
2010-02-23,3225.39,3198.63,3225.39,3152.93,42742898,62386076936.0,2.24,-1.07,-34.71,0.13,72.46000000000004
2010-02-24,3177.08,3244.48,3244.82,3165.13,49989437,64414097361.0,2.49,1.43,45.85,0.15,79.69000000000005
2010-02-25,3252.15,3292.13,3294.14,3249.33,67586617,89485801632.0,1.38,1.47,47.65,0.21,44.809999999999945
2010-02-26,3286.09,3281.67,3301.15,3273.69,52107288,70171666128.0,0.83,-0.32,-10.46,0.16,27.460000000000036
2010-03-01,3290.01,3324.42,3330.38,3287.56,60504520,81205689009.0,1.3,1.3,42.75,0.19,42.820000000000164
2010-03-02,3327.1,3311.24,3339.89,3299.69,57034374,76233992315.0,1.21,-0.4,-13.18,0.17,40.19999999999982
2010-03-03,3313.02,3335.08,3335.65,3293.92,60622732,78442132954.0,1.26,0.72,23.84,0.19,41.73000000000002
2010-03-04,3338.67,3250.57,3345.91,3244.98,69346810,89462913752.0,3.03,-2.53,-84.51,0.21,100.92999999999984
2010-03-05,3253.16,3259.76,3276.4,3239.68,45629138,59621178434.0,1.13,0.28,9.19,0.14,36.720000000000255
2010-03-08,3268.4,3286.18,3293.93,3258.03,41540876,54686555117.0,1.1,0.81,26.42,0.13,35.899999999999636
2010-03-09,3285.62,3305.86,3322.51,3255.98,54199486,71971297725.0,2.02,0.6,19.68,0.17,66.5300000000002
2010-03-10,3304.04,3279.69,3321.08,3267.76,46421079,61760429281.0,1.61,-0.79,-26.17,0.14,53.31999999999971
2010-03-11,3282.2,3276.71,3303.49,3251.7,47487754,63732658851.0,1.58,-0.09,-2.98,0.15,51.789999999999964
2010-03-12,3277.31,3233.13,3284.26,3232.12,39957344,52611210820.0,1.59,-1.33,-43.58,0.12,52.14000000000033
2010-03-15,3231.22,3183.18,3234.82,3171.8,37844304,49219898122.0,1.95,-1.54,-49.95,0.12,63.01999999999998
2010-03-16,3183.77,3203.97,3204.29,3169.1,30847780,41510426396.0,1.11,0.65,20.79,0.09,35.190000000000055
2010-03-17,3214.22,3273.92,3274.0,3207.27,45800934,62587395428.0,2.08,2.18,69.95,0.14,66.73000000000002
2010-03-18,3277.88,3267.55,3295.37,3256.59,46948013,62509130228.0,1.18,-0.19,-6.37,0.14,38.779999999999745
2010-03-19,3270.98,3293.87,3296.41,3251.14,46062187,62114230718.0,1.39,0.81,26.32,0.14,45.26999999999998
2010-03-22,3297.82,3302.63,3313.92,3288.51,49439462,65652976792.0,0.77,0.27,8.76,0.15,25.409999999999854
2010-03-23,3305.55,3275.57,3309.12,3272.92,46539536,62145531443.0,1.1,-0.82,-27.06,0.14,36.19999999999982
2010-03-24,3282.05,3276.67,3298.54,3271.03,44547966,58330301241.0,0.84,0.03,1.1,0.14,27.509999999999764
2010-03-25,3270.39,3229.13,3270.39,3222.82,44984285,58604759567.0,1.45,-1.45,-47.54,0.14,47.56999999999971
2010-03-26,3226.8,3275.0,3285.39,3220.59,47444965,61592843185.0,2.01,1.42,45.87,0.15,64.79999999999973
2010-03-29,3295.76,3358.54,3363.6,3293.67,84724910,110326973484.0,2.14,2.55,83.54,0.26,69.92999999999984
2010-03-30,3361.35,3366.71,3372.26,3350.31,56436980,78682669413.0,0.65,0.24,8.17,0.17,21.950000000000273
2010-03-31,3369.19,3345.61,3369.9,3338.75,53124287,72120886278.0,0.93,-0.63,-21.1,0.16,31.15000000000009
2010-04-01,3349.88,3391.94,3392.48,3349.88,67772669,92360495841.0,1.27,1.38,46.33,0.21,42.59999999999991
2010-04-02,3400.14,3407.35,3412.2,3391.81,69073452,99040760060.0,0.6,0.45,15.41,0.21,20.389999999999873
2010-04-06,3422.85,3405.15,3436.29,3386.89,65191710,93985883918.0,1.45,-0.06,-2.2,0.2,49.40000000000009
2010-04-07,3403.09,3386.95,3404.58,3369.02,54011228,76733159936.0,1.04,-0.53,-18.2,0.17,35.559999999999945
2010-04-08,3381.31,3346.74,3381.31,3336.16,62185322,89317468603.0,1.33,-1.19,-40.21,0.19,45.15000000000009
2010-04-09,3348.77,3379.17,3379.4,3342.47,51280567,75590356319.0,1.1,0.97,32.43,0.16,36.93000000000029
2010-04-12,3388.35,3351.48,3393.56,3330.3,74565150,105996609644.0,1.87,-0.82,-27.69,0.23,63.25999999999976
2010-04-13,3350.73,3391.72,3401.71,3324.05,79907695,116440339286.0,2.32,1.2,40.24,0.24,77.65999999999985
2010-04-14,3394.64,3403.71,3404.52,3377.44,60306131,90787568716.0,0.8,0.35,11.99,0.18,27.079999999999927
2010-04-15,3407.02,3394.57,3412.94,3365.88,61051685,88700235636.0,1.38,-0.27,-9.14,0.19,47.059999999999945
2010-04-16,3388.29,3356.33,3388.29,3348.78,47140368,67235596653.0,1.16,-1.13,-38.24,0.14,39.50999999999976
2010-04-19,3313.5,3176.42,3313.5,3175.44,88416300,118855971989.0,4.11,-5.36,-179.91,0.27,138.05999999999995
2010-04-20,3176.41,3173.37,3196.65,3130.96,64137859,88005965691.0,2.07,-0.1,-3.05,0.2,65.69000000000005
2010-04-21,3178.88,3236.68,3237.54,3164.76,66928331,93373377791.0,2.29,2.0,63.31,0.2,72.77999999999975
2010-04-22,3222.68,3201.54,3231.99,3177.73,71081688,98970386343.0,1.68,-1.09,-35.14,0.22,54.25999999999976
2010-04-23,3198.78,3190.0,3224.74,3172.58,61252679,92115669956.0,1.63,-0.36,-11.54,0.19,52.159999999999854
2010-04-26,3195.46,3172.0,3207.72,3168.37,50894199,74959121055.0,1.23,-0.56,-18.0,0.16,39.34999999999991
2010-04-27,3163.1,3108.41,3163.1,3060.85,65296574,88058360562.0,3.22,-2.0,-63.59,0.2,102.25
2010-04-28,3080.32,3097.35,3122.11,3062.08,45995406,65484924588.0,1.93,-0.36,-11.06,0.14,60.0300000000002
2010-04-29,3114.94,3060.06,3130.7,3059.8,48260971,69250868103.0,2.29,-1.2,-37.29,0.15,70.89999999999964
2010-04-30,3060.12,3067.36,3068.13,3014.07,54477881,73190884013.0,1.77,0.24,7.3,0.17,54.059999999999945
2010-05-04,3005.49,3019.45,3056.08,2994.92,41248610,54558607131.0,1.99,-1.56,-47.91,0.13,61.159999999999854
2010-05-05,2981.78,3036.39,3036.86,2943.36,59670441,80835340414.0,3.1,0.56,16.94,0.18,93.5
2010-05-06,3014.91,2896.86,3014.91,2895.39,58770413,81502262034.0,3.94,-4.6,-139.53,0.18,119.51999999999998
2010-05-07,2835.88,2836.79,2892.53,2817.15,61119399,79147499714.0,2.6,-2.07,-60.07,0.19,75.38000000000011
2010-05-10,2842.37,2858.23,2872.31,2798.52,50209173,64909188147.0,2.6,0.76,21.44,0.15,73.78999999999996
2010-05-11,2916.33,2800.82,2922.12,2790.7,58363490,73894666754.0,4.6,-2.01,-57.41,0.18,131.42000000000007
2010-05-12,2781.71,2818.16,2832.15,2756.42,53002271,64693988243.0,2.7,0.62,17.34,0.16,75.73000000000002
2010-05-13,2818.58,2886.91,2886.97,2811.66,55145778,67486536614.0,2.67,2.44,68.75,0.17,75.30999999999995
2010-05-14,2865.58,2868.02,2888.09,2849.24,42498719,55175291043.0,1.35,-0.65,-18.89,0.13,38.850000000000364
2010-05-17,2828.88,2714.72,2828.88,2712.44,52166847,62395513473.0,4.06,-5.35,-153.3,0.16,116.44000000000005
2010-05-18,2711.41,2771.35,2781.84,2686.97,54509671,62746245805.0,3.49,2.09,56.63,0.17,94.87000000000035
2010-05-19,2748.95,2762.17,2803.7,2723.3,45576221,54656401336.0,2.9,-0.33,-9.18,0.14,80.39999999999964
2010-05-20,2739.22,2726.02,2793.88,2721.07,42174803,52677914862.0,2.64,-1.31,-36.15,0.13,72.80999999999995
2010-05-21,2656.42,2768.79,2769.09,2647.6,54475383,63501808937.0,4.46,1.57,42.77,0.17,121.49000000000024
2010-05-24,2787.75,2873.47,2886.37,2787.75,74502338,89961882752.0,3.56,3.78,104.68,0.23,98.61999999999989
2010-05-25,2851.26,2813.94,2855.33,2798.02,55168327,67954988050.0,1.99,-2.07,-59.53,0.17,57.309999999999945
2010-05-26,2814.44,2813.94,2839.03,2797.63,39858564,48495603059.0,1.47,0.0,0.0,0.12,41.40000000000009
2010-05-27,2808.05,2859.98,2866.86,2771.59,53445209,65266773667.0,3.39,1.64,46.04,0.16,95.26999999999998
2010-05-28,2885.86,2850.3,2893.69,2835.07,51534989,64342505421.0,2.05,-0.34,-9.68,0.16,58.61999999999989
2010-05-31,2835.33,2773.26,2857.42,2772.79,46216854,56695803642.0,2.97,-2.7,-77.04,0.14,84.63000000000011
2010-06-01,2755.28,2744.16,2782.29,2710.59,44851426,53230913831.0,2.59,-1.05,-29.1,0.14,71.69999999999982
2010-06-02,2729.33,2757.53,2757.91,2700.07,39587020,46364229493.0,2.11,0.49,13.37,0.12,57.83999999999969
2010-06-03,2769.1,2736.08,2787.51,2735.7,39587258,47143262922.0,1.88,-0.78,-21.45,0.12,51.8100000000004
2010-06-04,2721.36,2744.39,2748.48,2713.09,32746291,39858363381.0,1.29,0.3,8.31,0.1,35.38999999999987
2010-06-07,2692.83,2695.72,2716.4,2673.34,39541993,47062703369.0,1.57,-1.77,-48.67,0.12,43.059999999999945
2010-06-08,2694.11,2699.34,2720.59,2672.06,35140182,42677104255.0,1.8,0.13,3.62,0.11,48.5300000000002
2010-06-09,2711.64,2782.13,2787.82,2687.33,60209533,70710080539.0,3.72,3.07,82.79,0.18,100.49000000000024
2010-06-10,2755.94,2750.02,2776.26,2746.11,42906334,50312244286.0,1.08,-1.15,-32.11,0.13,30.15000000000009
2010-06-11,2766.2,2758.87,2782.09,2755.95,40558585,48871478557.0,0.95,0.32,8.85,0.12,26.140000000000327
2010-06-17,2778.53,2742.73,2784.92,2742.64,32612356,40293233998.0,1.53,-0.59,-16.14,0.1,42.2800000000002
2010-06-18,2739.03,2696.17,2755.84,2686.61,41808344,50256350918.0,2.52,-1.7,-46.56,0.13,69.23000000000002
2010-06-21,2698.98,2780.66,2784.47,2686.32,55261482,62809190519.0,3.64,3.13,84.49,0.17,98.14999999999964
2010-06-22,2772.89,2783.72,2795.32,2766.44,39096052,45207207792.0,1.04,0.11,3.06,0.12,28.88000000000011
2010-06-23,2768.7,2758.5,2788.22,2734.05,35600350,41600240721.0,1.95,-0.91,-25.22,0.11,54.16999999999962
2010-06-24,2753.71,2757.5,2783.51,2739.81,29220682,33772857040.0,1.58,-0.04,-1.0,0.09,43.70000000000027
2010-06-25,2744.12,2736.29,2759.45,2715.66,30671782,34649179151.0,1.59,-0.77,-21.21,0.09,43.789999999999964
2010-06-28,2734.51,2716.78,2751.46,2710.09,27710044,31198277084.0,1.51,-0.71,-19.51,0.08,41.36999999999989
2010-06-29,2717.47,2592.02,2724.23,2591.69,48758552,50635969685.0,4.88,-4.59,-124.76,0.15,132.53999999999996
2010-06-30,2572.91,2563.07,2575.82,2546.84,35698794,35809892277.0,1.12,-1.12,-28.95,0.11,28.980000000000018
2010-07-01,2557.92,2526.07,2574.1,2524.57,32857646,32478457404.0,1.93,-1.44,-37.0,0.1,49.529999999999745
2010-07-02,2523.03,2534.1,2542.12,2462.2,44914100,43367318435.0,3.16,0.32,8.03,0.14,79.92000000000007
2010-07-05,2507.35,2512.65,2529.43,2476.49,32178574,30922298985.0,2.09,-0.85,-21.45,0.1,52.940000000000055
2010-07-06,2504.87,2562.9,2563.41,2502.93,39714762,38976836519.0,2.41,2.0,50.25,0.12,60.48000000000002
2010-07-07,2561.11,2580.48,2580.61,2548.56,35720909,37059898462.0,1.25,0.69,17.58,0.11,32.05000000000018
2010-07-08,2591.51,2575.92,2602.23,2564.64,34056966,35348760455.0,1.46,-0.18,-4.56,0.1,37.590000000000146
2010-07-09,2578.55,2647.1,2662.16,2557.26,58493045,61470066938.0,4.07,2.76,71.18,0.18,104.89999999999964
2010-07-12,2647.42,2676.22,2689.81,2636.65,58462491,63462262470.0,2.01,1.1,29.12,0.18,53.159999999999854
2010-07-13,2649.66,2634.59,2649.66,2618.34,43228506,45125109071.0,1.17,-1.56,-41.63,0.13,31.31999999999971
2010-07-14,2640.93,2653.61,2684.62,2640.54,46688860,49497106670.0,1.67,0.72,19.02,0.14,44.07999999999993
2010-07-15,2650.33,2608.52,2680.44,2607.79,40440459,41444710868.0,2.74,-1.7,-45.09,0.12,72.65000000000009
2010-07-16,2597.0,2616.13,2621.33,2573.79,35063302,35422326209.0,1.82,0.29,7.61,0.11,47.539999999999964
2010-07-19,2592.09,2682.47,2691.94,2585.01,53868070,59826125817.0,4.09,2.54,66.34,0.16,106.92999999999984
2010-07-20,2685.46,2741.5,2746.24,2685.46,73128345,80958216794.0,2.27,2.2,59.03,0.22,60.779999999999745
2010-07-21,2744.7,2747.33,2766.21,2733.72,70757092,73734684585.0,1.19,0.21,5.83,0.22,32.49000000000024
2010-07-22,2738.03,2781.29,2783.14,2734.07,61064806,63576603000.0,1.79,1.24,33.96,0.19,49.06999999999971
2010-07-23,2787.52,2793.08,2806.98,2769.44,64518565,70423335023.0,1.35,0.42,11.79,0.2,37.539999999999964
2010-07-26,2798.76,2811.05,2811.95,2775.78,53580026,59848905278.0,1.29,0.64,17.97,0.16,36.16999999999962
2010-07-27,2803.75,2795.72,2812.21,2785.37,49799884,55963991462.0,0.95,-0.55,-15.33,0.15,26.840000000000146
2010-07-28,2796.48,2863.72,2866.4,2784.16,79985954,84516845765.0,2.94,2.43,68.0,0.24,82.24000000000024
2010-07-29,2866.77,2877.98,2888.6,2852.0,95965409,92278224492.0,1.28,0.5,14.26,0.29,36.59999999999991
2010-07-30,2871.48,2868.85,2876.14,2844.68,62575591,65224482367.0,1.09,-0.32,-9.13,0.19,31.460000000000036
2010-08-02,2868.28,2917.27,2922.61,2867.45,71743300,73569074427.0,1.92,1.69,48.42,0.22,55.16000000000031
2010-08-03,2925.25,2865.97,2929.61,2865.76,81748364,86870574135.0,2.19,-1.76,-51.3,0.25,63.84999999999991
2010-08-04,2858.35,2876.43,2876.59,2818.25,71318039,75670144265.0,2.04,0.36,10.46,0.22,58.340000000000146
2010-08-05,2874.66,2850.83,2877.31,2833.67,67157581,73038457567.0,1.52,-0.89,-25.6,0.21,43.63999999999987
2010-08-06,2848.16,2897.66,2898.53,2821.03,74914895,82145150913.0,2.72,1.64,46.83,0.23,77.5
2010-08-09,2894.1,2918.24,2922.62,2888.04,74726391,83431980844.0,1.19,0.71,20.58,0.23,34.57999999999993
2010-08-10,2920.4,2832.64,2925.3,2832.08,78435034,84283699448.0,3.19,-2.93,-85.6,0.24,93.22000000000025
2010-08-11,2823.15,2850.21,2864.36,2823.15,54979133,58786302173.0,1.45,0.62,17.57,0.17,41.210000000000036
2010-08-12,2822.79,2816.39,2860.37,2810.1,59893227,65825613506.0,1.76,-1.19,-33.82,0.18,50.26999999999998
2010-08-13,2818.41,2855.55,2856.04,2799.22,58507721,62923747790.0,2.02,1.39,39.16,0.18,56.820000000000164
2010-08-16,2851.22,2922.08,2927.69,2843.02,81068043,91427507573.0,2.97,2.33,66.53,0.25,84.67000000000007
2010-08-17,2927.26,2942.29,2949.73,2917.83,76452912,86700542871.0,1.09,0.69,20.21,0.23,31.90000000000009
2010-08-18,2945.98,2937.36,2962.75,2924.67,70747600,80832368101.0,1.29,-0.17,-4.93,0.22,38.07999999999993
2010-08-19,2940.77,2955.4,2975.19,2928.01,76924865,91734587115.0,1.61,0.61,18.04,0.24,47.179999999999836
2010-08-20,2943.33,2898.33,2951.96,2892.64,71663306,82298173112.0,2.01,-1.93,-57.07,0.22,59.320000000000164
2010-08-23,2895.71,2896.19,2920.54,2886.66,48915517,57772779300.0,1.17,-0.07,-2.14,0.15,33.88000000000011
2010-08-24,2892.13,2911.83,2933.12,2866.8,61093796,65036592635.0,2.29,0.54,15.64,0.19,66.31999999999971
2010-08-25,2893.99,2843.02,2904.66,2842.25,63610621,67048224427.0,2.14,-2.36,-68.81,0.19,62.409999999999854
2010-08-26,2853.1,2850.09,2868.88,2836.13,48670442,51862922913.0,1.15,0.25,7.07,0.15,32.75
2010-08-27,2847.45,2858.57,2861.07,2833.42,40789582,46699343358.0,0.97,0.3,8.48,0.12,27.65000000000009
2010-08-30,2874.25,2915.01,2921.08,2872.92,65749882,77341616491.0,1.68,1.97,56.44,0.2,48.159999999999854
2010-08-31,2905.15,2903.19,2910.06,2889.81,65766104,79976347302.0,0.69,-0.41,-11.82,0.2,20.25
2010-09-01,2907.66,2884.04,2931.76,2859.17,76975578,87931887194.0,2.5,-0.66,-19.15,0.24,72.59000000000015
2010-09-02,2917.74,2921.39,2931.55,2903.03,70700851,88923142593.0,0.99,1.3,37.35,0.22,28.519999999999982
2010-09-03,2926.94,2920.21,2929.55,2891.88,72641027,87724829649.0,1.29,-0.04,-1.18,0.22,37.67000000000007
2010-09-06,2935.89,2975.09,2980.42,2935.89,93855681,110466116424.0,1.52,1.88,54.88,0.29,44.5300000000002
2010-09-07,2979.3,2983.11,2991.44,2959.9,73519361,85488193860.0,1.06,0.27,8.02,0.23,31.539999999999964
2010-09-08,2970.0,2980.97,2982.72,2953.84,72872002,92660879129.0,0.97,-0.07,-2.14,0.22,28.879999999999654
2010-09-09,2986.87,2926.46,2986.87,2922.2,81395554,103248280132.0,2.17,-1.83,-54.51,0.25,64.67000000000007
2010-09-10,2928.0,2932.55,2940.79,2890.03,65086704,83743163807.0,1.73,0.21,6.09,0.2,50.75999999999976
2010-09-13,2933.59,2962.32,2977.08,2925.42,67279900,87536178972.0,1.76,1.02,29.77,0.21,51.659999999999854
2010-09-14,2971.55,2965.01,2984.47,2954.51,70105903,87204421695.0,1.01,0.09,2.69,0.21,29.95999999999958
2010-09-15,2965.54,2913.19,2965.54,2905.63,71619642,86445964329.0,2.02,-1.75,-51.82,0.22,59.909999999999854
2010-09-16,2908.32,2857.79,2917.85,2834.03,74074284,84198375910.0,2.88,-1.9,-55.4,0.23,83.81999999999971
2010-09-17,2864.72,2861.37,2877.08,2847.68,51938867,62466326737.0,1.03,0.13,3.58,0.16,29.40000000000009
2010-09-20,2865.04,2849.83,2872.22,2829.76,50283104,57582985440.0,1.48,-0.4,-11.54,0.15,42.45999999999958
2010-09-21,2859.43,2857.48,2869.38,2844.12,35751881,44742025248.0,0.89,0.27,7.65,0.11,25.26000000000022
2010-09-27,2869.93,2905.03,2905.53,2864.21,49071823,62611534184.0,1.45,1.66,47.55,0.15,41.320000000000164
2010-09-28,2900.54,2880.91,2900.54,2875.66,58660826,80859749613.0,0.86,-0.83,-24.12,0.18,24.88000000000011
2010-09-29,2877.27,2874.81,2908.73,2866.85,56782236,74516021987.0,1.45,-0.21,-6.1,0.17,41.88000000000011
2010-09-30,2859.06,2935.57,2935.59,2857.42,63000247,80709727516.0,2.72,2.11,60.76,0.19,78.17000000000007
2010-10-08,2965.65,3044.23,3055.84,2963.24,99994720,134986634589.0,3.15,3.7,108.66,0.31,92.60000000000036
2010-10-11,3069.19,3132.9,3154.2,3069.19,158734904,212607066630.0,2.79,2.91,88.67,0.49,85.00999999999976
2010-10-12,3121.64,3172.73,3173.85,3106.22,127361705,178245219770.0,2.16,1.27,39.83,0.39,67.63000000000011
2010-10-13,3176.89,3217.58,3221.65,3165.58,144607773,195444719896.0,1.77,1.41,44.85,0.44,56.070000000000164
2010-10-14,3245.13,3224.14,3286.02,3215.03,179611838,227654458634.0,2.21,0.2,6.56,0.55,70.98999999999978
2010-10-15,3204.72,3327.68,3327.68,3199.12,193414140,245619296303.0,3.99,3.21,103.54,0.59,128.55999999999995
2010-10-18,3345.8,3306.16,3390.01,3288.78,217882051,267884370339.0,3.04,-0.65,-21.52,0.67,101.23000000000002
2010-10-19,3300.52,3375.67,3375.87,3280.0,130441791,165488914490.0,2.9,2.1,69.51,0.4,95.86999999999989
2010-10-20,3304.22,3396.88,3439.23,3301.01,166528460,235372057455.0,4.09,0.63,21.21,0.51,138.2199999999998
2010-10-21,3404.72,3374.69,3418.09,3344.96,123883245,175383712722.0,2.15,-0.65,-22.19,0.38,73.13000000000011
2010-10-22,3365.6,3378.66,3408.49,3346.11,116361857,163153618542.0,1.85,0.12,3.97,0.36,62.379999999999654
2010-10-25,3386.85,3481.08,3481.35,3366.43,145433105,208809404746.0,3.4,3.03,102.42,0.45,114.92000000000007
2010-10-26,3491.47,3466.08,3499.82,3436.46,142636999,205216457176.0,1.82,-0.43,-15.0,0.44,63.36000000000013
2010-10-27,3451.43,3403.87,3490.22,3398.09,123761570,177072552070.0,2.66,-1.79,-62.21,0.38,92.12999999999965
2010-10-28,3390.43,3397.69,3420.89,3371.44,98349456,141135882042.0,1.45,-0.18,-6.18,0.3,49.44999999999982
2010-10-29,3400.26,3379.98,3404.6,3351.6,100458970,145528365885.0,1.56,-0.52,-17.71,0.31,53.0
2010-11-01,3390.41,3473.0,3473.0,3390.41,126269148,186725762506.0,2.44,2.75,93.02,0.39,82.59000000000015
2010-11-02,3484.23,3463.13,3522.18,3449.72,154911450,233976228513.0,2.09,-0.28,-9.87,0.47,72.46000000000004
2010-11-03,3462.74,3420.34,3474.71,3419.08,126359303,178803329799.0,1.61,-1.24,-42.79,0.39,55.63000000000011
2010-11-04,3426.46,3480.5,3480.93,3419.64,116799481,164721393800.0,1.79,1.76,60.16,0.36,61.289999999999964
2010-11-05,3538.99,3520.8,3554.47,3498.28,137688027,196618041454.0,1.61,1.16,40.3,0.42,56.1899999999996
2010-11-08,3534.19,3548.57,3549.3,3506.38,126470759,174067581795.0,1.22,0.79,27.77,0.39,42.92000000000007
2010-11-09,3547.44,3523.95,3547.44,3498.62,122454533,170174876748.0,1.38,-0.69,-24.62,0.38,48.820000000000164
2010-11-10,3507.2,3499.11,3508.27,3470.97,120078578,176529783278.0,1.06,-0.7,-24.84,0.37,37.30000000000018
2010-11-11,3490.74,3509.98,3557.99,3484.89,138976233,209121524845.0,2.09,0.31,10.87,0.43,73.09999999999991
2010-11-12,3484.61,3291.83,3497.06,3284.35,160733850,224200791087.0,6.06,-6.22,-218.15,0.49,212.71000000000004
2010-11-15,3298.74,3314.89,3319.98,3241.76,102315724,144492952434.0,2.38,0.7,23.06,0.31,78.2199999999998
2010-11-16,3311.62,3169.54,3311.62,3155.48,108307072,154278113336.0,4.71,-4.38,-145.35,0.33,156.13999999999987
2010-11-17,3124.11,3103.91,3168.93,3087.51,83258080,118981231625.0,2.57,-2.07,-65.63,0.26,81.41999999999962
2010-11-18,3134.94,3147.96,3158.63,3097.39,65697292,94476115838.0,1.97,1.42,44.05,0.2,61.24000000000024
2010-11-19,3168.17,3178.85,3178.85,3076.21,83347654,114672977294.0,3.26,0.98,30.89,0.26,102.63999999999987
2010-11-22,3148.22,3171.94,3200.47,3137.75,83212776,114302974766.0,1.97,-0.22,-6.91,0.25,62.7199999999998
2010-11-23,3156.48,3107.18,3156.48,3061.62,77399591,105281461473.0,2.99,-2.04,-64.76,0.24,94.86000000000013
2010-11-24,3088.99,3177.04,3177.41,3088.99,75332083,107688446612.0,2.85,2.25,69.86,0.23,88.42000000000007
2010-11-25,3197.97,3223.48,3227.05,3172.28,83442094,116948295300.0,1.72,1.46,46.44,0.26,54.76999999999998
2010-11-26,3214.13,3194.85,3224.52,3170.36,64467824,96226367197.0,1.68,-0.89,-28.63,0.2,54.159999999999854
2010-11-29,3183.54,3190.05,3206.76,3159.46,58994892,88799073974.0,1.48,-0.15,-4.8,0.18,47.30000000000018
2010-11-30,3187.53,3136.99,3205.78,3060.44,85762355,120572328539.0,4.56,-1.66,-53.06,0.26,145.34000000000015
2010-12-01,3127.26,3136.02,3150.44,3111.65,48882668,69472579579.0,1.24,-0.03,-0.97,0.15,38.789999999999964
2010-12-02,3185.76,3155.06,3194.23,3154.32,61023908,89764278070.0,1.27,0.61,19.04,0.19,39.909999999999854
2010-12-03,3161.93,3158.16,3171.38,3134.42,50475354,71387337327.0,1.17,0.1,3.1,0.15,36.960000000000036
