日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,volatility
2010-01-04,600644,171.28,166.26,171.28,166.09,43088,45596060.0,3.12,-0.1,-0.17,1.75,5.189999999999998
2010-01-05,600644,166.43,169.27,169.44,162.92,66792,70400545.0,3.92,1.81,3.01,2.05,6.52000000000001
2010-01-06,600644,169.27,170.78,174.63,168.6,80060,86118457.0,3.56,0.89,1.51,2.45,6.030000000000001
2010-01-07,600644,170.61,162.92,170.61,162.58,62995,66066956.0,4.7,-4.6,-7.86,1.93,8.030000000000001
2010-01-08,600644,162.08,164.25,164.42,161.24,36222,37226966.0,1.95,0.82,1.33,1.11,3.1799999999999784
2010-01-11,600644,165.43,162.08,167.43,161.24,45868,47104190.0,3.77,-1.32,-2.17,1.4,6.189999999999998
2010-01-12,600644,162.08,166.09,166.76,160.74,58180,60384647.0,3.71,2.47,4.01,1.78,6.019999999999982
2010-01-13,600644,162.75,167.27,169.11,161.58,74118,77892658.0,4.53,0.71,1.18,2.27,7.530000000000001
2010-01-14,600644,167.43,171.11,171.28,167.27,82714,88604414.0,2.4,2.3,3.84,2.53,4.009999999999991
2010-01-15,600644,170.78,174.29,174.63,169.61,93851,101918049.0,2.93,1.86,3.18,2.87,5.019999999999982
2010-01-18,600644,174.29,177.97,177.97,173.12,102528,113504958.0,2.78,2.11,3.68,3.14,4.849999999999994
2010-01-19,600644,178.31,177.14,178.81,174.79,75925,84357931.0,2.26,-0.47,-0.83,2.33,4.02000000000001
2010-01-20,600644,177.14,177.97,188.01,171.28,185845,209850719.0,9.44,0.47,0.83,5.69,16.72999999999999
2010-01-21,600644,177.14,176.47,181.65,172.62,107857,120274891.0,5.07,-0.84,-1.5,3.3,9.030000000000001
2010-01-22,600644,172.45,165.93,173.46,161.58,96004,101886850.0,6.73,-5.97,-10.54,2.94,11.879999999999995
2010-01-25,600644,164.09,163.08,167.93,162.58,31693,33051440.0,3.22,-1.72,-2.85,0.97,5.349999999999994
2010-01-26,600644,163.08,154.38,165.26,152.71,60240,60424968.0,7.7,-5.33,-8.7,1.85,12.549999999999983
2010-01-27,600644,155.39,154.22,156.73,153.88,32365,31848412.0,1.85,-0.1,-0.16,0.99,2.8499999999999943
2010-01-28,600644,155.39,156.39,157.73,154.22,22760,22550087.0,2.28,1.41,2.17,0.7,3.509999999999991
2010-01-29,600644,157.06,159.23,162.75,157.06,50944,51654632.0,3.64,1.82,2.84,1.56,5.689999999999998
2010-02-01,600644,158.73,154.72,158.73,152.21,31195,30592363.0,4.09,-2.83,-4.51,0.96,6.519999999999982
2010-02-02,600644,155.39,152.71,157.06,152.38,23294,22866553.0,3.02,-1.3,-2.01,0.71,4.680000000000007
2010-02-03,600644,152.71,155.22,155.22,146.52,34070,32814463.0,5.7,1.64,2.51,1.04,8.699999999999989
2010-02-04,600644,155.22,154.72,156.06,153.04,34455,33808551.0,1.95,-0.32,-0.5,1.06,3.0200000000000102
2010-02-05,600644,150.87,149.7,153.21,148.53,42997,40965635.0,3.02,-3.24,-5.02,1.32,4.680000000000007
2010-02-08,600644,149.53,150.03,151.04,148.7,13898,13245395.0,1.56,0.22,0.33,0.43,2.3400000000000034
2010-02-09,600644,149.87,152.54,153.55,149.7,17111,16485806.0,2.57,1.67,2.51,0.52,3.8500000000000227
2010-02-10,600644,152.54,152.88,154.22,151.2,14910,14461736.0,1.98,0.22,0.34,0.46,3.0200000000000102
2010-02-11,600644,152.88,152.04,153.55,152.04,18098,17543760.0,0.99,-0.55,-0.84,0.55,1.5100000000000193
2010-02-12,600644,152.88,154.22,154.38,152.54,17173,16736652.0,1.21,1.43,2.18,0.53,1.8400000000000034
2010-02-22,600644,154.05,153.88,155.72,153.71,19249,18875155.0,1.3,-0.22,-0.34,0.59,2.009999999999991
2010-02-23,600644,154.38,153.88,154.55,150.7,20321,19630233.0,2.5,0.0,0.0,0.62,3.8500000000000227
2010-02-24,600644,152.88,159.23,160.41,151.71,51927,51846715.0,5.65,3.48,5.35,1.59,8.699999999999989
2010-02-25,600644,159.23,160.07,160.41,157.56,54309,54725856.0,1.79,0.53,0.84,1.66,2.8499999999999943
2010-02-26,600644,159.57,162.58,163.75,158.57,69658,71500112.0,3.24,1.57,2.51,2.13,5.180000000000007
2010-03-01,600644,162.92,164.09,166.09,162.08,58707,60942247.0,2.47,0.93,1.51,1.8,4.009999999999991
2010-03-02,600644,164.92,166.93,170.95,164.09,98393,104331610.0,4.18,1.73,2.84,3.01,6.859999999999985
2010-03-03,600644,168.1,175.63,181.15,167.77,236896,263011743.0,8.02,5.21,8.7,7.26,13.379999999999995
2010-03-04,600644,175.63,164.59,175.63,163.08,153552,163368838.0,7.15,-6.29,-11.04,4.7,12.549999999999983
2010-03-05,600644,164.09,163.92,166.26,162.92,55193,57330917.0,2.03,-0.41,-0.67,1.69,3.3400000000000034
2010-03-09,600644,165.43,163.42,166.09,161.08,41086,42471421.0,3.06,-0.31,-0.5,1.26,5.009999999999991
2010-03-10,600644,162.92,164.42,165.76,159.9,46695,48075474.0,3.59,0.61,1.0,1.43,5.859999999999985
2010-03-11,600644,162.08,160.91,164.59,160.07,37454,38254460.0,2.75,-2.13,-3.51,1.15,4.52000000000001
2010-03-12,600644,161.74,158.06,162.08,157.9,33381,33669423.0,2.6,-1.77,-2.85,1.02,4.180000000000007
2010-03-15,600644,158.06,155.22,158.73,154.55,28380,28057822.0,2.64,-1.8,-2.84,0.87,4.179999999999978
2010-03-16,600644,156.22,157.23,157.39,154.89,21044,20812171.0,1.61,1.29,2.01,0.64,2.5
2010-03-17,600644,157.9,161.41,161.58,157.9,32448,32893483.0,2.34,2.66,4.18,0.99,3.680000000000007
2010-03-18,600644,161.91,162.75,165.59,161.24,42158,43625679.0,2.7,0.83,1.34,1.29,4.349999999999994
2010-03-19,600644,162.92,164.25,164.42,160.57,37059,38165586.0,2.37,0.92,1.5,1.14,3.8499999999999943
2010-03-22,600644,164.25,163.75,164.59,162.92,26615,27511282.0,1.02,-0.3,-0.5,0.82,1.670000000000016
2010-03-23,600644,163.42,162.75,164.92,160.91,43279,44472042.0,2.45,-0.61,-1.0,1.33,4.009999999999991
2010-03-24,600644,162.92,161.91,163.92,161.24,28715,29419267.0,1.65,-0.52,-0.84,0.88,2.6799999999999784
2010-03-25,600644,161.74,162.25,163.75,159.74,46709,47931515.0,2.48,0.21,0.34,1.43,4.009999999999991
2010-03-26,600644,161.74,163.75,164.25,159.9,44257,45569001.0,2.68,0.92,1.5,1.36,4.349999999999994
2010-03-29,600644,163.75,165.43,165.59,162.75,57993,60227645.0,1.73,1.03,1.68,1.78,2.8400000000000034
2010-03-30,600644,164.59,165.76,166.93,163.75,62422,65220723.0,1.92,0.2,0.33,1.91,3.180000000000007
2010-03-31,600644,166.26,163.75,166.93,162.58,49025,50929692.0,2.62,-1.21,-2.01,1.5,4.349999999999994
2010-04-01,600644,163.92,166.09,166.93,163.92,60158,62939036.0,1.84,1.43,2.34,1.84,3.0100000000000193
2010-04-02,600644,166.26,169.11,169.61,166.09,85382,90608092.0,2.12,1.82,3.02,2.62,3.5200000000000102
2010-04-06,600644,170.11,166.6,170.11,165.43,57045,60243654.0,2.77,-1.48,-2.51,1.75,4.680000000000007
2010-04-07,600644,166.26,165.43,166.6,163.42,49340,51451350.0,1.91,-0.7,-1.17,1.51,3.180000000000007
