date,total
2023-10-27,1328174.040000002
2023-10-30,1341986.040000002
2023-10-31,1356295.040000002
2023-11-01,1342881.040000002
2023-11-02,1338257.040000002
2023-11-03,1319942.040000002
2023-11-06,1328394.040000002
2023-11-07,1329516.040000002
2023-11-08,1330550.040000002
2023-11-09,1322260.040000002
2023-11-10,1319371.040000002
2023-11-13,1316794.040000002
2023-11-14,1334161.040000002
2023-11-15,1348082.040000002
2023-11-16,1330863.040000002
2023-11-17,1338641.040000002
2023-11-20,1340470.3450000018
2023-11-21,1344814.3450000018
2023-11-22,1350769.3450000018
2023-11-23,1338401.3450000018
2023-11-24,1340580.3450000018
2023-11-27,1332574.215000002
2023-11-28,1359217.215000002
2023-11-29,1383305.215000002
2023-11-30,1376714.435000002
2023-12-01,1377815.435000002
2023-12-04,1391146.435000002
2023-12-05,1374402.435000002
2023-12-06,1358093.435000002
2023-12-07,1363655.435000002
2023-12-08,1360438.435000002
2023-12-11,1372570.5540000019
2023-12-12,1397687.5540000019
2023-12-13,1397900.5540000019
2023-12-14,1411281.5540000019
2023-12-15,1396070.5540000019
2023-12-18,1405516.5540000019
2023-12-19,1396342.5540000019
2023-12-20,1398169.5540000019
2023-12-21,1381665.5540000019
2023-12-22,1401826.5540000019
2023-12-25,1386986.5540000019
2023-12-26,1396249.5540000019
2023-12-27,1433988.5540000019
2023-12-28,1449185.5540000019
2023-12-29,1450799.023000002
2024-01-02,1459565.023000002
2024-01-03,1473424.023000002
2024-01-04,1481194.023000002
2024-01-05,1478919.023000002
2024-01-08,1469641.215000002
2024-01-09,1497950.215000002
2024-01-10,1473352.215000002
2024-01-11,1463176.215000002
2024-01-12,1499683.215000002
2024-01-15,1491137.215000002
2024-01-16,1546434.215000002
2024-01-17,1523995.215000002
2024-01-18,1494441.675000002
2024-01-19,1494021.353000002
2024-01-22,1493922.975000002
2024-01-23,1445548.975000002
2024-01-24,1443580.975000002
2024-01-25,1465739.975000002
2024-01-26,1497566.975000002
2024-01-29,1509265.975000002
2024-01-30,1478546.975000002
2024-01-31,1452734.975000002
2024-02-01,1419885.975000002
2024-02-02,1412699.975000002
2024-02-05,1363100.8200000022
2024-02-06,1292088.8200000022
2024-02-07,1324696.8200000022
2024-02-08,1315970.8200000022
2024-02-19,1372365.691000002
2024-02-20,1415553.691000002
2024-02-21,1435214.191000002
2024-02-22,1515764.191000002
2024-02-23,1526510.191000002
2024-02-26,1552739.191000002
2024-02-27,1544876.7010000022
2024-02-28,1581170.7010000022
2024-02-29,1470185.7010000022
2024-03-01,1509482.7010000022
2024-03-04,1527328.7010000022
2024-03-05,1522300.7010000022
2024-03-06,1503312.7010000022
2024-03-07,1594799.7010000022
2024-03-08,1617350.7010000022
2024-03-11,1626236.7010000022
2024-03-12,1635964.7010000022
2024-03-13,1607123.7010000022
2024-03-14,1644711.7010000022
2024-03-15,1656148.7010000022
2024-03-18,1717306.7010000022
2024-03-19,1707193.7010000022
2024-03-20,1686284.521000002
2024-03-21,1727633.521000002
2024-03-22,1705496.521000002
2024-03-25,1703156.521000002
2024-03-26,1701344.521000002
2024-03-27,1695263.521000002
2024-03-28,1684851.169000002
2024-03-29,1746830.4250000021
2024-04-01,1779581.4250000021
2024-04-02,1784435.4250000021
2024-04-03,1803926.4250000021
2024-04-08,1811257.2790000022
2024-04-09,1789708.0420000022
2024-04-10,1790236.0420000022
2024-04-11,1846787.5420000022
2024-04-12,1879631.5420000022
2024-04-15,1780295.5420000022
2024-04-16,1708835.5420000022
2024-04-17,1613876.5420000022
2024-04-18,1675328.5420000022
2024-04-19,1681118.5420000022
2024-04-22,1684139.5420000022
2024-04-23,1605101.5420000022
2024-04-24,1601951.5420000022
2024-04-25,1620176.5420000022
2024-04-26,1646009.5420000022
2024-04-29,1694051.5420000022
2024-04-30,1728014.5420000022
2024-05-06,1699007.5420000022
2024-05-07,1733315.5420000022
2024-05-08,1733154.6970000023
2024-05-09,1760453.1850000024
2024-05-10,1796906.3010000023
2024-05-13,1787667.6150000023
2024-05-14,1796663.6150000023
2024-05-15,1807529.6150000023
2024-05-16,1806960.6150000023
2024-05-17,1828297.6150000023
2024-05-20,1878367.6150000023
2024-05-21,1861201.6150000023
2024-05-22,1818531.6150000023
2024-05-23,1785703.6150000023
2024-05-24,1757489.6150000023
2024-05-27,1745759.6150000023
2024-05-28,1764552.6150000023
2024-05-29,1736593.6150000023
2024-05-30,1746400.1420000023
2024-05-31,1717185.1420000023
2024-06-03,1700245.1420000023
2024-06-04,1702486.9260000023
2024-06-05,1684031.9260000023
2024-06-06,1677530.9260000023
2024-06-07,1638575.9260000023
2024-06-11,1643550.9260000023
2024-06-12,1627695.9260000023
2024-06-13,1654535.9260000023
2024-06-14,1606141.9260000023
2024-06-17,1624648.9260000023
2024-06-18,1593001.9260000023
2024-06-19,1562404.9260000023
2024-06-20,1536387.9260000023
2024-06-21,1478627.4940000023
2024-06-24,1443290.4940000023
2024-06-25,1448227.4940000023
2024-06-26,1434138.4940000023
2024-06-27,1462240.4940000023
2024-06-28,1440586.4940000023
2024-07-01,1476504.4940000023
2024-07-02,1489551.4940000023
2024-07-03,1479704.7460000024
2024-07-04,1484410.8560000025
2024-07-05,1470844.1000000024
2024-07-08,1503084.1000000024
2024-07-09,1481349.1000000024
2024-07-10,1474886.1000000024
2024-07-11,1459766.1000000024
2024-07-12,1492888.1000000024
2024-07-15,1477197.1000000024
2024-07-16,1473791.1000000024
2024-07-17,1508105.1000000024
2024-07-18,1453649.1000000024
2024-07-19,1433156.1000000024
2024-07-22,1439522.1000000024
2024-07-23,1440527.1000000024
2024-07-24,1386854.1000000024
2024-07-25,1378919.1000000024
2024-07-26,1364003.1000000024
2024-07-29,1388536.1000000024
2024-07-30,1380066.1000000024
2024-07-31,1388770.1000000024
2024-08-01,1445609.1000000024
2024-08-02,1422332.1000000024
2024-08-05,1382514.1000000024
2024-08-06,1379579.1000000024
2024-08-07,1359611.1000000024
2024-08-08,1360865.1000000024
2024-08-09,1368393.1000000024
2024-08-12,1360278.1000000024
2024-08-13,1364592.1000000024
2024-08-14,1372038.8840000024
2024-08-15,1359990.8840000024
2024-08-16,1368920.8840000024
2024-08-19,1385596.8840000024
2024-08-20,1396981.8840000024
2024-08-21,1380167.2520000024
2024-08-22,1380506.2520000024
2024-08-23,1361158.2520000024
2024-08-26,1380833.2520000024
2024-08-27,1373477.2520000024
2024-08-28,1354132.2520000024
2024-08-29,1359008.2520000024
2024-08-30,1371386.2520000024
2024-09-02,1374611.2520000024
2024-09-03,1355239.2520000024
2024-09-04,1340769.2520000024
2024-09-05,1330920.2520000024
2024-09-06,1342124.2520000024
2024-09-09,1310279.2520000024
2024-09-10,1306955.2520000024
2024-09-11,1308917.2520000024
2024-09-12,1306955.2520000024
2024-09-13,1326288.2520000024
2024-09-18,1346699.2520000024
2024-09-19,1355022.2520000024
2024-09-20,1369727.2520000024
2024-09-23,1381461.2520000024
2024-09-24,1387864.2520000024
2024-09-25,1444785.2520000024
2024-09-26,1448341.2520000024
2024-09-27,1514907.2520000024
2024-09-30,1553669.2520000024
2024-10-08,1743577.3160000024
2024-10-09,1589857.5130000026
2024-10-10,1499817.5130000026
2024-10-11,1529734.3680000026
2024-10-14,1548174.3680000026
2024-10-15,1586822.3950000026
2024-10-16,1555637.3950000026
2024-10-17,1632512.3950000026
2024-10-18,1603806.3950000026
2024-10-21,1650328.8850000026
2024-10-22,1647952.8850000026
2024-10-23,1656487.8850000026
2024-10-24,1632583.9930000026
2024-10-25,1669936.9930000026
2024-10-28,1712671.9930000026
2024-10-29,1757050.9930000026
2024-10-30,1756534.9930000026
2024-10-31,1838560.9930000026
2024-11-01,1934593.9930000026
2024-11-04,1773637.9930000026
2024-11-05,1775182.9930000026
2024-11-06,1823035.9930000026
2024-11-07,1879321.9930000026
2024-11-08,1995592.9930000026
2024-11-11,1878518.4850000027
2024-11-12,1820821.3240000026
2024-11-13,1821766.3240000026
2024-11-14,1820427.3240000026
2024-11-15,1707094.3240000026
2024-11-18,1759250.3240000026
2024-11-19,1774396.3240000026
2024-11-20,1724580.3240000026
2024-11-21,1833102.3240000026
2024-11-22,1802867.3240000026
2024-11-25,1821500.5600000026
2024-11-26,1805138.6260000027
2024-11-27,1767109.6260000027
2024-11-28,1815072.6260000025
2024-11-29,1809936.6260000027
2024-12-02,1810523.6260000027
2024-12-03,1844736.6260000027
2024-12-04,1851974.0380000027
2024-12-05,1850405.9180000029
2024-12-06,1871902.9180000029
2024-12-09,1876552.9180000029
2024-12-10,1917136.599000003
2024-12-11,1868823.599000003
2024-12-12,1902835.599000003
2024-12-13,1882193.599000003
2024-12-16,1833003.599000003
2024-12-17,1805821.599000003
2024-12-18,1773863.599000003
2024-12-19,1766238.599000003
2024-12-20,1762096.599000003
2024-12-23,1767413.599000003
2024-12-24,1780750.352000003
2024-12-25,1779687.352000003
2024-12-26,1762009.352000003
2024-12-27,1774890.352000003
2024-12-30,1787853.9520000028
2024-12-31,1792383.9520000028
