,Stock,Total Return,Annualized Return,Max Drawdown,Sharpe Ratio,Win Rate
0,000001,0.9448050249679099,0.15417771676722225,0.3731104347566616,0.4527710949961326,0.44568006843455943
1,000002,0.46594440410067195,0.08594982704330256,0.32534494235210004,0.32367826233272495,0.4328485885372113
2,000983,2.29379760609358,0.2958723609522207,0.31087378640776697,0.6744679138661066,0.47540983606557374
3,601001,3.4306418219461694,0.37834545536792197,0.3907610753502459,0.7781316162597569,0.4756201881950385
4,601088,2.3772811918063312,0.29999785151878244,0.0877951096121417,0.7005681808761515,0.5021385799828914
5,601898,2.7194244604316555,0.3273235711501572,0.16935150764147056,0.7279792874684894,0.4756201881950385
