,Stock,Total Return,Annualized Return,Max Drawdown,Sharpe Ratio,Win Rate
0,000001,0.5612641885588263,0.2511733051125189,0.22946792200451804,0.535895075952115,0.41317365269461076
1,000002,0.7210498777313081,0.32361656867229005,0.18349086107740623,0.6126551530499916,0.4323770491803279
2,000983,1.3719163493568356,0.534874656420643,0.2196712148790379,0.8208757832474494,0.4763779527559055
3,601001,1.2619812160333952,0.5139212302137421,0.32380840269265004,0.7982198601971219,0.48185483870967744
4,601088,1.4050752131588813,0.554910638720006,0.06783615361375776,0.8402398246053556,0.5089820359281437
5,601225,1.0597841399033792,0.6514282113226424,0.15480670377135713,0.85919404892561,0.48760330578512395
6,601898,1.5788969485815398,0.5969701341196814,0.15892959890498393,0.8780835234135532,0.4823529411764706
