stock_code,MAE,RMSE,R2
000001,2.1391378656394235,2.6160861411705065,0.958209242130399
000002,3.365783212992572,4.177388246983,0.9085521801704003
000983,0.09850411720131624,0.13571621557125804,0.9320960088765462
601001,0.06677466167364138,0.0904827996267544,0.8876213163746022
601088,0.029938837223420185,0.03642901472975017,0.9458239311747532
601225,0.185556266524315,0.19013676577694177,-3.037163056491395
601898,0.013176218343150086,0.0167372288828876,0.949273704941898
